 TITLE = "Post Processing Tecplot"
 VARIABLES = "X", "Y", "uf"
 ZONE T="BIG ZONE", I=         130 , J=         128 , DATAPACKING=POINT
           1           1   0.00000000    
           2           1   3.61283037E-06
           3           1   1.37853203E-05
           4           1   2.58974305E-05
           5           1   3.68356777E-05
           6           1   4.46237500E-05
           7           1   4.81014104E-05
           8           1   4.66407400E-05
           9           1   3.99528071E-05
          10           1   2.79660053E-05
          11           1   1.07475071E-05
          12           1  -1.15444836E-05
          13           1  -3.86937427E-05
          14           1  -7.04474733E-05
          15           1  -1.06531515E-04
          16           1  -1.46659106E-04
          17           1  -1.90540261E-04
          18           1  -2.37885761E-04
          19           1  -2.88410927E-04
          20           1  -3.41838837E-04
          21           1  -3.97901254E-04
          22           1  -4.56340786E-04
          23           1  -5.16910572E-04
          24           1  -5.79375366E-04
          25           1  -6.43511070E-04
          26           1  -7.09104468E-04
          27           1  -7.75953173E-04
          28           1  -8.43864400E-04
          29           1  -9.12655145E-04
          30           1  -9.82150901E-04
          31           1  -1.05218496E-03
          32           1  -1.12259760E-03
          33           1  -1.19323563E-03
          34           1  -1.26395118E-03
          35           1  -1.33460062E-03
          36           1  -1.40504481E-03
          37           1  -1.47514744E-03
          38           1  -1.54477428E-03
          39           1  -1.61379343E-03
          40           1  -1.68207358E-03
          41           1  -1.74948433E-03
          42           1  -1.81589532E-03
          43           1  -1.88117661E-03
          44           1  -1.94519723E-03
          45           1  -2.00782530E-03
          46           1  -2.06892821E-03
          47           1  -2.12837174E-03
          48           1  -2.18602107E-03
          49           1  -2.24173977E-03
          50           1  -2.29539187E-03
          51           1  -2.34683906E-03
          52           1  -2.39594327E-03
          53           1  -2.44256575E-03
          54           1  -2.48656771E-03
          55           1  -2.52781203E-03
          56           1  -2.56616250E-03
          57           1  -2.60148407E-03
          58           1  -2.63364450E-03
          59           1  -2.66251457E-03
          60           1  -2.68796831E-03
          61           1  -2.70988559E-03
          62           1  -2.72815046E-03
          63           1  -2.74265441E-03
          64           1  -2.75329500E-03
          65           1  -2.75997771E-03
          66           1  -2.76261801E-03
          67           1  -2.76114000E-03
          68           1  -2.75547872E-03
          69           1  -2.74558179E-03
          70           1  -2.73140823E-03
          71           1  -2.71293055E-03
          72           1  -2.69013550E-03
          73           1  -2.66302517E-03
          74           1  -2.63161701E-03
          75           1  -2.59594433E-03
          76           1  -2.55605788E-03
          77           1  -2.51202541E-03
          78           1  -2.46393192E-03
          79           1  -2.41188146E-03
          80           1  -2.35599605E-03
          81           1  -2.29641586E-03
          82           1  -2.23329919E-03
          83           1  -2.16682302E-03
          84           1  -2.09718267E-03
          85           1  -2.02458980E-03
          86           1  -1.94927375E-03
          87           1  -1.87148002E-03
          88           1  -1.79147022E-03
          89           1  -1.70952012E-03
          90           1  -1.62591867E-03
          91           1  -1.54096819E-03
          92           1  -1.45498093E-03
          93           1  -1.36827957E-03
          94           1  -1.28119485E-03
          95           1  -1.19406369E-03
          96           1  -1.10722799E-03
          97           1  -1.02103269E-03
          98           1  -9.35824006E-04
          99           1  -8.51947523E-04
         100           1  -7.69746082E-04
         101           1  -6.89558336E-04
         102           1  -6.11716299E-04
         103           1  -5.36543783E-04
         104           1  -4.64354118E-04
         105           1  -3.95448355E-04
         106           1  -3.30113486E-04
         107           1  -2.68620322E-04
         108           1  -2.11221501E-04
         109           1  -1.58149516E-04
         110           1  -1.09615263E-04
         111           1  -6.58046774E-05
         112           1  -2.68772710E-05
         113           1   7.03655314E-06
         114           1   3.58393117E-05
         115           1   5.94690791E-05
         116           1   7.79049733E-05
         117           1   9.11729076E-05
         118           1   9.93531212E-05
         119           1   1.02590639E-04
         120           1   1.01110461E-04
         121           1   9.52376504E-05
         122           1   8.54268874E-05
         123           1   7.23059929E-05
         124           1   5.67384886E-05
         125           1   3.99131859E-05
         126           1   2.34593626E-05
         127           1   9.55711675E-06
         128           1   8.52161463E-07
         129           1   0.00000000    
         130           1   5.90157811E-07
           1           2   0.00000000    
           2           2   1.00764391E-05
           3           2   2.83868449E-05
           4           2   4.80573217E-05
           5           2   6.37079502E-05
           6           2   7.14523921E-05
           7           2   6.86536878E-05
           8           2   5.36476145E-05
           9           2   2.54934566E-05
          10           2  -1.62235392E-05
          11           2  -7.15417991E-05
          12           2  -1.40232078E-04
          13           2  -2.21876748E-04
          14           2  -3.15928599E-04
          15           2  -4.21754434E-04
          16           2  -5.38664754E-04
          17           2  -6.65938540E-04
          18           2  -8.02839524E-04
          19           2  -9.48630215E-04
          20           2  -1.10258022E-03
          21           2  -1.26397354E-03
          22           2  -1.43211370E-03
          23           2  -1.60632690E-03
          24           2  -1.78596319E-03
          25           2  -1.97039871E-03
          26           2  -2.15903553E-03
          27           2  -2.35130033E-03
          28           2  -2.54664454E-03
          29           2  -2.74454313E-03
          30           2  -2.94449320E-03
          31           2  -3.14601092E-03
          32           2  -3.34863109E-03
          33           2  -3.55190597E-03
          34           2  -3.75540066E-03
          35           2  -3.95869324E-03
          36           2  -4.16137371E-03
          37           2  -4.36303858E-03
          38           2  -4.56329156E-03
          39           2  -4.76174289E-03
          40           2  -4.95800702E-03
          41           2  -5.15169837E-03
          42           2  -5.34243463E-03
          43           2  -5.52983535E-03
          44           2  -5.71351591E-03
          45           2  -5.89309353E-03
          46           2  -6.06818218E-03
          47           2  -6.23839442E-03
          48           2  -6.40334096E-03
          49           2  -6.56263065E-03
          50           2  -6.71587233E-03
          51           2  -6.86267251E-03
          52           2  -7.00263958E-03
          53           2  -7.13537959E-03
          54           2  -7.26050278E-03
          55           2  -7.37762311E-03
          56           2  -7.48635782E-03
          57           2  -7.58633018E-03
          58           2  -7.67717371E-03
          59           2  -7.75852986E-03
          60           2  -7.83005171E-03
          61           2  -7.89140910E-03
          62           2  -7.94228539E-03
          63           2  -7.98238348E-03
          64           2  -8.01142585E-03
          65           2  -8.02916102E-03
          66           2  -8.03536084E-03
          67           2  -8.02982599E-03
          68           2  -8.01238976E-03
          69           2  -7.98291340E-03
          70           2  -7.94129726E-03
          71           2  -7.88747799E-03
          72           2  -7.82143325E-03
          73           2  -7.74317933E-03
          74           2  -7.65278004E-03
          75           2  -7.55034201E-03
          76           2  -7.43601844E-03
          77           2  -7.31001142E-03
          78           2  -7.17257103E-03
          79           2  -7.02399714E-03
          80           2  -6.86464040E-03
          81           2  -6.69490313E-03
          82           2  -6.51523657E-03
          83           2  -6.32614037E-03
          84           2  -6.12816541E-03
          85           2  -5.92190912E-03
          86           2  -5.70801599E-03
          87           2  -5.48717519E-03
          88           2  -5.26011642E-03
          89           2  -5.02761127E-03
          90           2  -4.79046628E-03
          91           2  -4.54952242E-03
          92           2  -4.30564955E-03
          93           2  -4.05974453E-03
          94           2  -3.81272635E-03
          95           2  -3.56552890E-03
          96           2  -3.31910071E-03
          97           2  -3.07439757E-03
          98           2  -2.83237803E-03
          99           2  -2.59399810E-03
         100           2  -2.36020586E-03
         101           2  -2.13193707E-03
         102           2  -1.91010814E-03
         103           2  -1.69561093E-03
         104           2  -1.48930878E-03
         105           2  -1.29202858E-03
         106           2  -1.10455742E-03
         107           2  -9.27634886E-04
         108           2  -7.61949050E-04
         109           2  -6.08129194E-04
         110           2  -4.66740195E-04
         111           2  -3.38276062E-04
         112           2  -2.23151786E-04
         113           2  -1.21696459E-04
         114           2  -3.41426748E-05
         115           2   3.93835253E-05
         116           2   9.88766187E-05
         117           2   1.44468446E-04
         118           2   1.76448622E-04
         119           2   1.95292319E-04
         120           2   2.01694944E-04
         121           2   1.96617824E-04
         122           2   1.81346943E-04
         123           2   1.57567993E-04
         124           2   1.27456107E-04
         125           2   9.37742443E-05
         126           2   5.99520281E-05
         127           2   3.00774846E-05
         128           2   8.67214476E-06
         129           2   0.00000000    
         130           2  -5.59475393E-06
           1           3   0.00000000    
           2           3   1.20630812E-05
           3           3   3.17851991E-05
           4           3   5.04481031E-05
           5           3   6.14587625E-05
           6           3   5.99368141E-05
           7           3   4.24054051E-05
           8           3   6.53582674E-06
           9           3  -4.90906350E-05
          10           3  -1.25187347E-04
          11           3  -2.21932263E-04
          12           3  -3.39101680E-04
          13           3  -4.76176443E-04
          14           3  -6.32422976E-04
          15           3  -8.06956436E-04
          16           3  -9.98789095E-04
          17           3  -1.20686600E-03
          18           3  -1.43009517E-03
          19           3  -1.66736695E-03
          20           3  -1.91757211E-03
          21           3  -2.17961380E-03
          22           3  -2.45241472E-03
          23           3  -2.73492653E-03
          24           3  -3.02613084E-03
          25           3  -3.32504441E-03
          26           3  -3.63071891E-03
          27           3  -3.94224143E-03
          28           3  -4.25873324E-03
          29           3  -4.57935128E-03
          30           3  -4.90328204E-03
          31           3  -5.22974273E-03
          32           3  -5.55797713E-03
          33           3  -5.88725461E-03
          34           3  -6.21686550E-03
          35           3  -6.54611830E-03
          36           3  -6.87433966E-03
          37           3  -7.20086833E-03
          38           3  -7.52505520E-03
          39           3  -7.84626044E-03
          40           3  -8.16384610E-03
          41           3  -8.47718585E-03
          42           3  -8.78565200E-03
          43           3  -9.08861961E-03
          44           3  -9.38546192E-03
          45           3  -9.67555400E-03
          46           3  -9.95826907E-03
          47           3  -1.02329794E-02
          48           3  -1.04990527E-02
          49           3  -1.07558593E-02
          50           3  -1.10027660E-02
          51           3  -1.12391394E-02
          52           3  -1.14643499E-02
          53           3  -1.16777709E-02
          54           3  -1.18787782E-02
          55           3  -1.20667573E-02
          56           3  -1.22410990E-02
          57           3  -1.24012083E-02
          58           3  -1.25465030E-02
          59           3  -1.26764197E-02
          60           3  -1.27904126E-02
          61           3  -1.28879640E-02
          62           3  -1.29685774E-02
          63           3  -1.30317910E-02
          64           3  -1.30771752E-02
          65           3  -1.31043401E-02
          66           3  -1.31129334E-02
          67           3  -1.31026553E-02
          68           3  -1.30732479E-02
          69           3  -1.30245108E-02
          70           3  -1.29562989E-02
          71           3  -1.28685245E-02
          72           3  -1.27611654E-02
          73           3  -1.26342643E-02
          74           3  -1.24879321E-02
          75           3  -1.23223551E-02
          76           3  -1.21377874E-02
          77           3  -1.19345626E-02
          78           3  -1.17130904E-02
          79           3  -1.14738597E-02
          80           3  -1.12174340E-02
          81           3  -1.09444596E-02
          82           3  -1.06556602E-02
          83           3  -1.03518385E-02
          84           3  -1.00338729E-02
          85           3  -9.70271509E-03
          86           3  -9.35939141E-03
          87           3  -9.00499523E-03
          88           3  -8.64068698E-03
          89           3  -8.26768763E-03
          90           3  -7.88727589E-03
          91           3  -7.50078168E-03
          92           3  -7.10958196E-03
          93           3  -6.71509281E-03
          94           3  -6.31876430E-03
          95           3  -5.92207350E-03
          96           3  -5.52651659E-03
          97           3  -5.13359951E-03
          98           3  -4.74483427E-03
          99           3  -4.36172681E-03
         100           3  -3.98577051E-03
         101           3  -3.61843733E-03
         102           3  -3.26116919E-03
         103           3  -2.91536865E-03
         104           3  -2.58239079E-03
         105           3  -2.26353388E-03
         106           3  -1.96002959E-03
         107           3  -1.67303544E-03
         108           3  -1.40362326E-03
         109           3  -1.15277094E-03
         110           3  -9.21351893E-04
         111           3  -7.10123975E-04
         112           3  -5.19717520E-04
         113           3  -3.50622460E-04
         114           3  -2.03173244E-04
         115           3  -7.75315566E-05
         116           3   2.63339862E-05
         117           3   1.08673172E-04
         118           3   1.69983628E-04
         119           3   2.11048449E-04
         120           3   2.32981794E-04
         121           3   2.37284446E-04
         122           3   2.25910844E-04
         123           3   2.01345945E-04
         124           3   1.66687547E-04
         125           3   1.25722669E-04
         126           3   8.29753626E-05
         127           3   4.36991068E-05
         128           3   1.38332271E-05
         129           3   0.00000000    
         130           3  -9.84789949E-06
           1           4   0.00000000    
           2           4   1.09690818E-05
           3           4   2.67587129E-05
           4           4   3.78405457E-05
           5           4   3.70685557E-05
           6           4   1.91060080E-05
           7           4  -1.99355727E-05
           8           4  -8.27460681E-05
           9           4  -1.71033244E-04
          10           4  -2.85711954E-04
          11           4  -4.27069521E-04
          12           4  -5.94904704E-04
          13           4  -7.88640871E-04
          14           4  -1.00742048E-03
          15           4  -1.25017832E-03
          16           4  -1.51570200E-03
          17           4  -1.80267741E-03
          18           4  -2.10972643E-03
          19           4  -2.43543624E-03
          20           4  -2.77838111E-03
          21           4  -3.13713960E-03
          22           4  -3.51030822E-03
          23           4  -3.89650976E-03
          24           4  -4.29440057E-03
          25           4  -4.70267469E-03
          26           4  -5.12006879E-03
          27           4  -5.54535864E-03
          28           4  -5.97736472E-03
          29           4  -6.41494524E-03
          30           4  -6.85699889E-03
          31           4  -7.30246119E-03
          32           4  -7.75030116E-03
          33           4  -8.19951855E-03
          34           4  -8.64914060E-03
          35           4  -9.09822062E-03
          36           4  -9.54583008E-03
          37           4  -9.99106001E-03
          38           4  -1.04330154E-02
          39           4  -1.08708143E-02
          40           4  -1.13035841E-02
          41           4  -1.17304577E-02
          42           4  -1.21505726E-02
          43           4  -1.25630684E-02
          44           4  -1.29670892E-02
          45           4  -1.33617781E-02
          46           4  -1.37462774E-02
          47           4  -1.41197294E-02
          48           4  -1.44812735E-02
          49           4  -1.48300519E-02
          50           4  -1.51652079E-02
          51           4  -1.54858837E-02
          52           4  -1.57912280E-02
          53           4  -1.60803925E-02
          54           4  -1.63525417E-02
          55           4  -1.66068468E-02
          56           4  -1.68424957E-02
          57           4  -1.70586873E-02
          58           4  -1.72546487E-02
          59           4  -1.74296293E-02
          60           4  -1.75829064E-02
          61           4  -1.77137926E-02
          62           4  -1.78216305E-02
          63           4  -1.79058127E-02
          64           4  -1.79657768E-02
          65           4  -1.80010162E-02
          66           4  -1.80110727E-02
          67           4  -1.79955568E-02
          68           4  -1.79541390E-02
          69           4  -1.78865716E-02
          70           4  -1.77926682E-02
          71           4  -1.76723339E-02
          72           4  -1.75255556E-02
          73           4  -1.73524041E-02
          74           4  -1.71530508E-02
          75           4  -1.69277489E-02
          76           4  -1.66768637E-02
          77           4  -1.64008513E-02
          78           4  -1.61002763E-02
          79           4  -1.57758016E-02
          80           4  -1.54281957E-02
          81           4  -1.50583331E-02
          82           4  -1.46671915E-02
          83           4  -1.42558506E-02
          84           4  -1.38254911E-02
          85           4  -1.33773927E-02
          86           4  -1.29129291E-02
          87           4  -1.24335671E-02
          88           4  -1.19408574E-02
          89           4  -1.14364326E-02
          90           4  -1.09219998E-02
          91           4  -1.03993351E-02
          92           4  -9.87027399E-03
          93           4  -9.33670532E-03
          94           4  -8.80055968E-03
          95           4  -8.26380216E-03
          96           4  -7.72842718E-03
          97           4  -7.19643850E-03
          98           4  -6.66984590E-03
          99           4  -6.15065312E-03
         100           4  -5.64084575E-03
         101           4  -5.14237909E-03
         102           4  -4.65716748E-03
         103           4  -4.18707309E-03
         104           4  -3.73389269E-03
         105           4  -3.29934643E-03
         106           4  -2.88506527E-03
         107           4  -2.49257754E-03
         108           4  -2.12329719E-03
         109           4  -1.77851063E-03
         110           4  -1.45936187E-03
         111           4  -1.16683857E-03
         112           4  -9.01755295E-04
         113           4  -6.64737076E-04
         114           4  -4.56199108E-04
         115           4  -2.76325416E-04
         116           4  -1.25042439E-04
         117           4  -1.99004785E-06
         118           4   9.35144926E-05
         119           4   1.62517230E-04
         120           4   2.06476907E-04
         121           4   2.27320546E-04
         122           4   2.27507539E-04
         123           4   2.10097147E-04
         124           4   1.78816990E-04
         125           4   1.38125644E-04
         126           4   9.32647526E-05
         127           4   5.03194387E-05
         128           4   1.63893674E-05
         129           4   0.00000000    
         130           4  -1.20001750E-05
           1           5   0.00000000    
           2           5   7.89839214E-06
           3           5   1.58429357E-05
           4           5   1.43913476E-05
           5           5  -3.62229684E-06
           6           5  -4.36075607E-05
           7           5  -1.09559158E-04
           8           5  -2.04290380E-04
           9           5  -3.29626579E-04
          10           5  -4.86572942E-04
          11           5  -6.75466319E-04
          12           5  -8.96105543E-04
          13           5  -1.14786520E-03
          14           5  -1.42979028E-03
          15           5  -1.74067647E-03
          16           5  -2.07913388E-03
          17           5  -2.44364212E-03
          18           5  -2.83259084E-03
          19           5  -3.24431597E-03
          20           5  -3.67712625E-03
          21           5  -4.12932504E-03
          22           5  -4.59922524E-03
          23           5  -5.08516328E-03
          24           5  -5.58550982E-03
          25           5  -6.09867135E-03
          26           5  -6.62309909E-03
          27           5  -7.15728849E-03
          28           5  -7.69978156E-03
          29           5  -8.24916363E-03
          30           5  -8.80406518E-03
          31           5  -9.36315954E-03
          32           5  -9.92515497E-03
          33           5  -1.04887988E-02
          34           5  -1.10528683E-02
          35           5  -1.16161713E-02
          36           5  -1.21775381E-02
          37           5  -1.27358232E-02
          38           5  -1.32898949E-02
          39           5  -1.38386423E-02
          40           5  -1.43809617E-02
          41           5  -1.49157569E-02
          42           5  -1.54419439E-02
          43           5  -1.59584358E-02
          44           5  -1.64641570E-02
          45           5  -1.69580281E-02
          46           5  -1.74389686E-02
          47           5  -1.79059077E-02
          48           5  -1.83577687E-02
          49           5  -1.87934786E-02
          50           5  -1.92119665E-02
          51           5  -1.96121670E-02
          52           5  -1.99930239E-02
          53           5  -2.03534849E-02
          54           5  -2.06925124E-02
          55           5  -2.10090820E-02
          56           5  -2.13021934E-02
          57           5  -2.15708651E-02
          58           5  -2.18141451E-02
          59           5  -2.20311135E-02
          60           5  -2.22208835E-02
          61           5  -2.23826151E-02
          62           5  -2.25155205E-02
          63           5  -2.26188544E-02
          64           5  -2.26919409E-02
          65           5  -2.27341633E-02
          66           5  -2.27449778E-02
          67           5  -2.27239225E-02
          68           5  -2.26706099E-02
          69           5  -2.25847438E-02
          70           5  -2.24661231E-02
          71           5  -2.23146453E-02
          72           5  -2.21303105E-02
          73           5  -2.19132267E-02
          74           5  -2.16636173E-02
          75           5  -2.13818215E-02
          76           5  -2.10682973E-02
          77           5  -2.07236260E-02
          78           5  -2.03485116E-02
          79           5  -1.99437886E-02
          80           5  -1.95104145E-02
          81           5  -1.90494768E-02
          82           5  -1.85621902E-02
          83           5  -1.80498865E-02
          84           5  -1.75140295E-02
          85           5  -1.69561952E-02
          86           5  -1.63780805E-02
          87           5  -1.57814901E-02
          88           5  -1.51683325E-02
          89           5  -1.45406155E-02
          90           5  -1.39004374E-02
          91           5  -1.32499784E-02
          92           5  -1.25914905E-02
          93           5  -1.19272899E-02
          94           5  -1.12597467E-02
          95           5  -1.05912704E-02
          96           5  -9.92430095E-03
          97           5  -9.26129613E-03
          98           5  -8.60471744E-03
          99           5  -7.95701798E-03
         100           5  -7.32062664E-03
         101           5  -6.69793691E-03
         102           5  -6.09129062E-03
         103           5  -5.50296437E-03
         104           5  -4.93515376E-03
         105           5  -4.38995939E-03
         106           5  -3.86937079E-03
         107           5  -3.37525015E-03
         108           5  -2.90931831E-03
         109           5  -2.47313688E-03
         110           5  -2.06809118E-03
         111           5  -1.69537298E-03
         112           5  -1.35595968E-03
         113           5  -1.05059496E-03
         114           5  -7.79765483E-04
         115           5  -5.43675036E-04
         116           5  -3.42216023E-04
         117           5  -1.74937770E-04
         118           5  -4.10086177E-05
         119           5   6.08254122E-05
         120           5   1.32287532E-04
         121           5   1.75622685E-04
         122           5   1.93653002E-04
         123           5   1.89836835E-04
         124           5   1.68326733E-04
         125           5   1.34030503E-04
         126           5   9.26849461E-05
         127           5   5.09807323E-05
         128           5   1.68518891E-05
         129           5   0.00000000    
         130           5  -1.25080896E-05
           1           6   0.00000000    
           2           6   3.63743720E-06
           3           6   1.00066893E-06
           4           6  -1.66368318E-05
           5           6  -5.60379522E-05
           6           6  -1.22379992E-04
           7           6  -2.19525406E-04
           8           6  -3.50221701E-04
           9           6  -5.16262371E-04
          10           6  -7.18636729E-04
          11           6  -9.57658631E-04
          12           6  -1.23308785E-03
          13           6  -1.54423376E-03
          14           6  -1.89004862E-03
          15           6  -2.26920634E-03
          16           6  -2.68016872E-03
          17           6  -3.12124076E-03
          18           6  -3.59061896E-03
          19           6  -4.08642739E-03
          20           6  -4.60674986E-03
          21           6  -5.14965178E-03
          22           6  -5.71320206E-03
          23           6  -6.29548728E-03
          24           6  -6.89462340E-03
          25           6  -7.50876265E-03
          26           6  -8.13609920E-03
          27           6  -8.77487380E-03
          28           6  -9.42337513E-03
          29           6  -1.00799380E-02
          30           6  -1.07429456E-02
          31           6  -1.14108240E-02
          32           6  -1.20820412E-02
          33           6  -1.27551062E-02
          34           6  -1.34285605E-02
          35           6  -1.41009791E-02
          36           6  -1.47709670E-02
          37           6  -1.54371485E-02
          38           6  -1.60981715E-02
          39           6  -1.67527013E-02
          40           6  -1.73994135E-02
          41           6  -1.80370007E-02
          42           6  -1.86641589E-02
          43           6  -1.92795917E-02
          44           6  -1.98820066E-02
          45           6  -2.04701163E-02
          46           6  -2.10426375E-02
          47           6  -2.15982869E-02
          48           6  -2.21357848E-02
          49           6  -2.26538591E-02
          50           6  -2.31512375E-02
          51           6  -2.36266591E-02
          52           6  -2.40788721E-02
          53           6  -2.45066378E-02
          54           6  -2.49087326E-02
          55           6  -2.52839532E-02
          56           6  -2.56311204E-02
          57           6  -2.59490889E-02
          58           6  -2.62367446E-02
          59           6  -2.64930129E-02
          60           6  -2.67168637E-02
          61           6  -2.69073192E-02
          62           6  -2.70634629E-02
          63           6  -2.71844398E-02
          64           6  -2.72694677E-02
          65           6  -2.73178387E-02
          66           6  -2.73289345E-02
          67           6  -2.73022223E-02
          68           6  -2.72372756E-02
          69           6  -2.71337610E-02
          70           6  -2.69914623E-02
          71           6  -2.68102791E-02
          72           6  -2.65902281E-02
          73           6  -2.63314601E-02
          74           6  -2.60342509E-02
          75           6  -2.56990176E-02
          76           6  -2.53263116E-02
          77           6  -2.49168314E-02
          78           6  -2.44714189E-02
          79           6  -2.39910632E-02
          80           6  -2.34769024E-02
          81           6  -2.29302160E-02
          82           6  -2.23524366E-02
          83           6  -2.17451379E-02
          84           6  -2.11100373E-02
          85           6  -2.04489864E-02
          86           6  -1.97639726E-02
          87           6  -1.90571155E-02
          88           6  -1.83306467E-02
          89           6  -1.75869167E-02
          90           6  -1.68283805E-02
          91           6  -1.60575844E-02
          92           6  -1.52771631E-02
          93           6  -1.44898212E-02
          94           6  -1.36983255E-02
          95           6  -1.29054887E-02
          96           6  -1.21141598E-02
          97           6  -1.13272052E-02
          98           6  -1.05474964E-02
          99           6  -9.77789611E-03
         100           6  -9.02123656E-03
         101           6  -8.28030892E-03
         102           6  -7.55784241E-03
         103           6  -6.85649086E-03
         104           6  -6.17881119E-03
         105           6  -5.52724861E-03
         106           6  -4.90411790E-03
         107           6  -4.31158533E-03
         108           6  -3.75164952E-03
         109           6  -3.22612189E-03
         110           6  -2.73660733E-03
         111           6  -2.28448235E-03
         112           6  -1.87087501E-03
         113           6  -1.49663899E-03
         114           6  -1.16233074E-03
         115           6  -8.68180592E-04
         116           6  -6.14062767E-04
         117           6  -3.99463257E-04
         118           6  -2.23442228E-04
         119           6  -8.45953036E-05
         120           6   1.89905531E-05
         121           6   8.97827122E-05
         122           6   1.30851462E-04
         123           6   1.45921120E-04
         124           6   1.39422831E-04
         125           6   1.16558826E-04
         126           6   8.33927406E-05
         127           6   4.70060004E-05
         128           6   1.58075691E-05
         129           6   0.00000000    
         130           6  -1.19091219E-05
           1           7   0.00000000    
           2           7  -1.31246236E-06
           3           7  -1.63668301E-05
           4           7  -5.28013697E-05
           5           7  -1.16671414E-04
           6           7  -2.12682804E-04
           7           7  -3.44375294E-04
           8           7  -5.14271960E-04
           9           7  -7.24009820E-04
          10           7  -9.74461786E-04
          11           7  -1.26584724E-03
          12           7  -1.59783766E-03
          13           7  -1.96964876E-03
          14           7  -2.38012872E-03
          15           7  -2.82783131E-03
          16           7  -3.31108132E-03
          17           7  -3.82803148E-03
          18           7  -4.37670853E-03
          19           7  -4.95505286E-03
          20           7  -5.56095224E-03
          21           7  -6.19226648E-03
          22           7  -6.84685074E-03
          23           7  -7.52257137E-03
          24           7  -8.21731891E-03
          25           7  -8.92901607E-03
          26           7  -9.65563022E-03
          27           7  -1.03951702E-02
          28           7  -1.11456942E-02
          29           7  -1.19053060E-02
          30           7  -1.26721608E-02
          31           7  -1.34444572E-02
          32           7  -1.42204398E-02
          33           7  -1.49983922E-02
          34           7  -1.57766379E-02
          35           7  -1.65535323E-02
          36           7  -1.73274633E-02
          37           7  -1.80968437E-02
          38           7  -1.88601073E-02
          39           7  -1.96157098E-02
          40           7  -2.03621183E-02
          41           7  -2.10978147E-02
          42           7  -2.18212977E-02
          43           7  -2.25310642E-02
          44           7  -2.32256241E-02
          45           7  -2.39034873E-02
          46           7  -2.45631747E-02
          47           7  -2.52032094E-02
          48           7  -2.58221161E-02
          49           7  -2.64184345E-02
          50           7  -2.69907042E-02
          51           7  -2.75374837E-02
          52           7  -2.80573387E-02
          53           7  -2.85488535E-02
          54           7  -2.90106330E-02
          55           7  -2.94413082E-02
          56           7  -2.98395418E-02
          57           7  -3.02040298E-02
          58           7  -3.05335093E-02
          59           7  -3.08267679E-02
          60           7  -3.10826432E-02
          61           7  -3.13000381E-02
          62           7  -3.14779133E-02
          63           7  -3.16153169E-02
          64           7  -3.17113735E-02
          65           7  -3.17653008E-02
          66           7  -3.17764059E-02
          67           7  -3.17441076E-02
          68           7  -3.16679329E-02
          69           7  -3.15475278E-02
          70           7  -3.13826613E-02
          71           7  -3.11732404E-02
          72           7  -3.09193078E-02
          73           7  -3.06210425E-02
          74           7  -3.02787852E-02
          75           7  -2.98930202E-02
          76           7  -2.94643939E-02
          77           7  -2.89937127E-02
          78           7  -2.84819491E-02
          79           7  -2.79302336E-02
          80           7  -2.73398701E-02
          81           7  -2.67123207E-02
          82           7  -2.60492172E-02
          83           7  -2.53523514E-02
          84           7  -2.46236771E-02
          85           7  -2.38652974E-02
          86           7  -2.30794717E-02
          87           7  -2.22685933E-02
          88           7  -2.14352030E-02
          89           7  -2.05819588E-02
          90           7  -1.97116360E-02
          91           7  -1.88271254E-02
          92           7  -1.79314017E-02
          93           7  -1.70275271E-02
          94           7  -1.61186308E-02
          95           7  -1.52078886E-02
          96           7  -1.42985256E-02
          97           7  -1.33937821E-02
          98           7  -1.24969054E-02
          99           7  -1.16111273E-02
         100           7  -1.07396496E-02
         101           7  -9.88562591E-03
         102           7  -9.05214064E-03
         103           7  -8.24219082E-03
         104           7  -7.45866587E-03
         105           7  -6.70432579E-03
         106           7  -5.98178571E-03
         107           7  -5.29348850E-03
         108           7  -4.64168936E-03
         109           7  -4.02842974E-03
         110           7  -3.45551851E-03
         111           7  -2.92450702E-03
         112           7  -2.43666489E-03
         113           7  -1.99295534E-03
         114           7  -1.59400911E-03
         115           7  -1.24009477E-03
         116           7  -9.31089511E-04
         117           7  -6.66446227E-04
         118           7  -4.45158978E-04
         119           7  -2.65726296E-04
         120           7  -1.26113009E-04
         121           7  -2.37092936E-05
         122           7   4.47110251E-05
         123           7   8.30351419E-05
         124           7   9.58611054E-05
         125           7   8.85616028E-05
         126           7   6.73790710E-05
         127           7   3.95794668E-05
         128           7   1.37211846E-05
         129           7   0.00000000    
         130           7  -1.06033813E-05
           1           8   0.00000000    
           2           8  -6.63965693E-06
           3           8  -3.52928073E-05
           4           8  -9.23249172E-05
           5           8  -1.82888383E-04
           6           8  -3.11041396E-04
           7           8  -4.79849696E-04
           8           8  -6.91483903E-04
           9           8  -9.47316759E-04
          10           8  -1.24801625E-03
          11           8  -1.59363786E-03
          12           8  -1.98371243E-03
          13           8  -2.41732877E-03
          14           8  -2.89320946E-03
          15           8  -3.40977893E-03
          16           8  -3.96522740E-03
          17           8  -4.55756159E-03
          18           8  -5.18465415E-03
          19           8  -5.84428012E-03
          20           8  -6.53415266E-03
          21           8  -7.25195045E-03
          22           8  -7.99533725E-03
          23           8  -8.76198336E-03
          24           8  -9.54957958E-03
          25           8  -1.03558470E-02
          26           8  -1.11785419E-02
          27           8  -1.20154629E-02
          28           8  -1.28644612E-02
