 TITLE = "Post Processing Tecplot"
 VARIABLES = "X", "Y", "vf"
 ZONE T="BIG ZONE", I=         128 , J=         130 , DATAPACKING=POINT
          90          29  -4.23806943E-02
          91          29  -4.31785844E-02
          92          29  -4.38483171E-02
          93          29  -4.43857871E-02
          94          29  -4.47874106E-02
          95          29  -4.50501665E-02
          96          29  -4.51716855E-02
          97          29  -4.51502241E-02
          98          29  -4.49847542E-02
          99          29  -4.46749888E-02
         100          29  -4.42213826E-02
         101          29  -4.36252132E-02
         102          29  -4.28885706E-02
         103          29  -4.20143977E-02
         104          29  -4.10064682E-02
         105          29  -3.98694426E-02
         106          29  -3.86088490E-02
         107          29  -3.72310802E-02
         108          29  -3.57433707E-02
         109          29  -3.41538340E-02
         110          29  -3.24713886E-02
         111          29  -3.07057593E-02
         112          29  -2.88674422E-02
         113          29  -2.69676708E-02
         114          29  -2.50183847E-02
         115          29  -2.30321679E-02
         116          29  -2.10222229E-02
         117          29  -1.90023072E-02
         118          29  -1.69866849E-02
         119          29  -1.49900811E-02
         120          29  -1.30276056E-02
         121          29  -1.11147137E-02
         122          29  -9.26713925E-03
         123          29  -7.50083104E-03
         124          29  -5.83189353E-03
         125          29  -4.27652104E-03
         126          29  -2.85092206E-03
         127          29  -1.57129834E-03
         128          29  -4.53325745E-04
           1          30   1.27334928E-03
           2          30   3.79447150E-03
           3          30   6.27789507E-03
           4          30   8.71269219E-03
           5          30   1.10889692E-02
           6          30   1.33981723E-02
           7          30   1.56329777E-02
           8          30   1.77872125E-02
           9          30   1.98557451E-02
          10          30   2.18344387E-02
          11          30   2.37200204E-02
          12          30   2.55100392E-02
          13          30   2.72027403E-02
          14          30   2.87970249E-02
          15          30   3.02923508E-02
          16          30   3.16886678E-02
          17          30   3.29863317E-02
          18          30   3.41860615E-02
          19          30   3.52888666E-02
          20          30   3.62959877E-02
          21          30   3.72088440E-02
          22          30   3.80289853E-02
          23          30   3.87580395E-02
          24          30   3.93977128E-02
          25          30   3.99496965E-02
          26          30   4.04156633E-02
          27          30   4.07972746E-02
          28          30   4.10960913E-02
          29          30   4.13136184E-02
          30          30   4.14512530E-02
          31          30   4.15102951E-02
          32          30   4.14919294E-02
          33          30   4.13972177E-02
          34          30   4.12271284E-02
          35          30   4.09824960E-02
          36          30   4.06640619E-02
          37          30   4.02724668E-02
          38          30   3.98082435E-02
          39          30   3.92718799E-02
          40          30   3.86637822E-02
          41          30   3.79843004E-02
          42          30   3.72337550E-02
          43          30   3.64124589E-02
          44          30   3.55207138E-02
          45          30   3.45588401E-02
          46          30   3.35272029E-02
          47          30   3.24262157E-02
          48          30   3.12563516E-02
          49          30   3.00182085E-02
          50          30   2.87124626E-02
          51          30   2.73399465E-02
          52          30   2.59016063E-02
          53          30   2.43985690E-02
          54          30   2.28321422E-02
          55          30   2.12038253E-02
          56          30   1.95153151E-02
          57          30   1.77685283E-02
          58          30   1.59656387E-02
          59          30   1.41090453E-02
          60          30   1.22013995E-02
          61          30   1.02456221E-02
          62          30   8.24490003E-03
          63          30   6.20270660E-03
          64          30   4.12277970E-03
          65          30   2.00915243E-03
          66          30  -1.33872847E-04
          67          30  -2.30169389E-03
          68          30  -4.48944746E-03
          69          30  -6.69197366E-03
          70          30  -8.90385918E-03
          71          30  -1.11194281E-02
          72          30  -1.33327544E-02
          73          30  -1.55376745E-02
          74          30  -1.77278053E-02
          75          30  -1.98965631E-02
          76          30  -2.20371801E-02
          77          30  -2.41427198E-02
          78          30  -2.62061227E-02
          79          30  -2.82202139E-02
          80          30  -3.01777441E-02
          81          30  -3.20714265E-02
          82          30  -3.38939428E-02
          83          30  -3.56380455E-02
          84          30  -3.72964963E-02
          85          30  -3.88622060E-02
          86          30  -4.03282493E-02
          87          30  -4.16878685E-02
          88          30  -4.29345593E-02
          89          30  -4.40621376E-02
          90          30  -4.50647511E-02
          91          30  -4.59369346E-02
          92          30  -4.66737002E-02
          93          30  -4.72705290E-02
          94          30  -4.77234684E-02
          95          30  -4.80291694E-02
          96          30  -4.81849164E-02
          97          30  -4.81887050E-02
          98          30  -4.80392501E-02
          99          30  -4.77360636E-02
         100          30  -4.72794473E-02
         101          30  -4.66705635E-02
         102          30  -4.59114462E-02
         103          30  -4.50050309E-02
         104          30  -4.39551473E-02
         105          30  -4.27665636E-02
         106          30  -4.14449759E-02
         107          30  -3.99970002E-02
         108          30  -3.84301655E-02
         109          30  -3.67529243E-02
         110          30  -3.49745937E-02
         111          30  -3.31053585E-02
         112          30  -3.11562214E-02
         113          30  -2.91389674E-02
         114          30  -2.70661302E-02
         115          30  -2.49509346E-02
         116          30  -2.28072442E-02
         117          30  -2.06495076E-02
         118          30  -1.84927061E-02
         119          30  -1.63522866E-02
         120          30  -1.42440889E-02
         121          30  -1.21842977E-02
         122          30  -1.01893647E-02
         123          30  -8.27594288E-03
         124          30  -6.46081846E-03
         125          30  -4.76083625E-03
         126          30  -3.19282291E-03
         127          30  -1.77355751E-03
         128          30  -5.19237830E-04
           1          31   1.38395210E-03
           2          31   4.11142455E-03
           3          31   6.78899139E-03
           4          31   9.40615777E-03
           5          31   1.19534787E-02
           6          31   1.44228572E-02
           7          31   1.68074258E-02
           8          31   1.91014595E-02
           9          31   2.13002730E-02
          10          31   2.34001540E-02
          11          31   2.53982525E-02
          12          31   2.72925142E-02
          13          31   2.90815681E-02
          14          31   3.07646841E-02
          15          31   3.23416665E-02
          16          31   3.38127874E-02
          17          31   3.51787210E-02
          18          31   3.64404693E-02
          19          31   3.75993140E-02
          20          31   3.86567414E-02
          21          31   3.96144129E-02
          22          31   4.04740870E-02
          23          31   4.12375927E-02
          24          31   4.19068113E-02
          25          31   4.24835943E-02
          26          31   4.29697745E-02
          27          31   4.33671325E-02
          28          31   4.36773561E-02
          29          31   4.39020507E-02
          30          31   4.40427102E-02
          31          31   4.41007093E-02
          32          31   4.40772995E-02
          33          31   4.39736024E-02
          34          31   4.37906422E-02
          35          31   4.35292795E-02
          36          31   4.31902967E-02
          37          31   4.27743532E-02
          38          31   4.22820039E-02
          39          31   4.17137481E-02
          40          31   4.10699993E-02
          41          31   4.03511152E-02
          42          31   3.95574160E-02
          43          31   3.86892222E-02
          44          31   3.77468243E-02
          45          31   3.67305540E-02
          46          31   3.56407538E-02
          47          31   3.44778709E-02
          48          31   3.32423709E-02
          49          31   3.19348499E-02
          50          31   3.05560008E-02
          51          31   2.91066766E-02
          52          31   2.75878496E-02
          53          31   2.60006692E-02
          54          31   2.43464839E-02
          55          31   2.26268265E-02
          56          31   2.08434500E-02
          57          31   1.89983454E-02
          58          31   1.70937479E-02
          59          31   1.51321357E-02
          60          31   1.31162591E-02
          61          31   1.10491449E-02
          62          31   8.93409736E-03
          63          31   6.77472167E-03
          64          31   4.57490981E-03
          65          31   2.33883713E-03
          66          31   7.10054519E-05
          67          31  -2.22381460E-03
          68          31  -4.54054493E-03
          69          31  -6.87379716E-03
          70          31  -9.21790954E-03
          71          31  -1.15669593E-02
          72          31  -1.39147397E-02
          73          31  -1.62547939E-02
          74          31  -1.85804293E-02
          75          31  -2.08847262E-02
          76          31  -2.31605656E-02
          77          31  -2.54006591E-02
          78          31  -2.75975596E-02
          79          31  -2.97436919E-02
          80          31  -3.18313986E-02
          81          31  -3.38529609E-02
          82          31  -3.58006321E-02
          83          31  -3.76666896E-02
          84          31  -3.94434482E-02
          85          31  -4.11233567E-02
          86          31  -4.26990017E-02
          87          31  -4.41631526E-02
          88          31  -4.55088392E-02
          89          31  -4.67293970E-02
          90          31  -4.78184894E-02
          91          31  -4.87702116E-02
          92          31  -4.95791212E-02
          93          31  -5.02402782E-02
          94          31  -5.07493243E-02
          95          31  -5.11025228E-02
          96          31  -5.12968153E-02
          97          31  -5.13298810E-02
          98          31  -5.12001477E-02
          99          31  -5.09068966E-02
         100          31  -5.04502393E-02
         101          31  -4.98311967E-02
         102          31  -4.90517169E-02
         103          31  -4.81147021E-02
         104          31  -4.70240191E-02
         105          31  -4.57845107E-02
         106          31  -4.44020405E-02
         107          31  -4.28834222E-02
         108          31  -4.12364714E-02
         109          31  -3.94699797E-02
         110          31  -3.75936516E-02
         111          31  -3.56181487E-02
         112          31  -3.35549675E-02
         113          31  -3.14164683E-02
         114          31  -2.92157941E-02
         115          31  -2.69668214E-02
         116          31  -2.46841088E-02
         117          31  -2.23828163E-02
         118          31  -2.00786740E-02
         119          31  -1.77878812E-02
         120          31  -1.55270537E-02
         121          31  -1.33131370E-02
         122          31  -1.11633502E-02
         123          31  -9.09509696E-03
         124          31  -7.12589081E-03
         125          31  -5.27328299E-03
         126          31  -3.55477398E-03
         127          31  -1.98778021E-03
         128          31  -5.89083706E-04
           1          32   1.49821397E-03
           2          32   4.43875836E-03
           3          32   7.31668854E-03
           4          32   1.01219518E-02
           5          32   1.28455693E-02
           6          32   1.54799186E-02
           7          32   1.80186033E-02
           8          32   2.04563718E-02
           9          32   2.27890071E-02
          10          32   2.50132438E-02
          11          32   2.71266792E-02
          12          32   2.91276816E-02
          13          32   3.10152881E-02
          14          32   3.27891670E-02
          15          32   3.44494805E-02
          16          32   3.59968618E-02
          17          32   3.74323055E-02
          18          32   3.87571342E-02
          19          32   3.99729125E-02
          20          32   4.10814025E-02
          21          32   4.20845076E-02
          22          32   4.29842174E-02
          23          32   4.37825806E-02
          24          32   4.44816649E-02
          25          32   4.50834893E-02
          26          32   4.55900580E-02
          27          32   4.60032932E-02
          28          32   4.63249944E-02
          29          32   4.65568937E-02
          30          32   4.67005670E-02
          31          32   4.67574894E-02
          32          32   4.67289723E-02
          33          32   4.66162115E-02
          34          32   4.64202687E-02
          35          32   4.61420566E-02
          36          32   4.57823761E-02
          37          32   4.53419238E-02
          38          32   4.48212698E-02
          39          32   4.42209244E-02
          40          32   4.35413048E-02
          41          32   4.27827761E-02
          42          32   4.19456623E-02
          43          32   4.10302691E-02
          44          32   4.00368981E-02
          45          32   3.89658734E-02
          46          32   3.78175378E-02
          47          32   3.65923159E-02
          48          32   3.52906995E-02
          49          32   3.39132734E-02
          50          32   3.24607417E-02
          51          32   3.09339631E-02
          52          32   2.93339361E-02
          53          32   2.76618265E-02
          54          32   2.59190071E-02
          55          32   2.41070595E-02
          56          32   2.22277734E-02
          57          32   2.02832036E-02
          58          32   1.82756316E-02
          59          32   1.62076317E-02
          60          32   1.40820295E-02
          61          32   1.19019588E-02
          62          32   9.67082754E-03
          63          32   7.39235990E-03
          64          32   5.07058389E-03
          65          32   2.70985602E-03
          66          32   3.14815639E-04
          67          32  -2.10955739E-03
          68          32  -4.55798395E-03
          69          32  -7.02487910E-03
          70          32  -9.50433686E-03
          71          32  -1.19901607E-02
          72          32  -1.44758802E-02
          73          32  -1.69547480E-02
          74          32  -1.94197558E-02
          75          32  -2.18636598E-02
          76          32  -2.42789835E-02
          77          32  -2.66580693E-02
          78          32  -2.89930906E-02
          79          32  -3.12760510E-02
          80          32  -3.34988795E-02
          81          32  -3.56534235E-02
          82          32  -3.77314836E-02
          83          32  -3.97248603E-02
          84          32  -4.16253991E-02
          85          32  -4.34250496E-02
          86          32  -4.51158993E-02
          87          32  -4.66902331E-02
          88          32  -4.81405742E-02
          89          32  -4.94597480E-02
          90          32  -5.06409220E-02
          91          32  -5.16777076E-02
          92          32  -5.25641702E-02
          93          32  -5.32949232E-02
          94          32  -5.38651571E-02
          95          32  -5.42707294E-02
          96          32  -5.45081943E-02
          97          32  -5.45748621E-02
          98          32  -5.44688515E-02
          99          32  -5.41891791E-02
         100          32  -5.37357293E-02
         101          32  -5.31093553E-02
         102          32  -5.23118749E-02
         103          32  -5.13461418E-02
         104          32  -5.02160154E-02
         105          32  -4.89264168E-02
         106          32  -4.74833250E-02
         107          32  -4.58937585E-02
         108          32  -4.41658124E-02
         109          32  -4.23085801E-02
         110          32  -4.03321944E-02
         111          32  -3.82477529E-02
         112          32  -3.60672809E-02
         113          32  -3.38037163E-02
         114          32  -3.14708240E-02
         115          32  -2.90831588E-02
         116          32  -2.66559888E-02
         117          32  -2.42052283E-02
         118          32  -2.17473786E-02
         119          32  -1.92994364E-02
         120          32  -1.68788247E-02
         121          32  -1.45033030E-02
         122          32  -1.21908989E-02
         123          32  -9.95981600E-03
         124          32  -7.82835204E-03
         125          32  -5.81482053E-03
         126          32  -3.93745303E-03
         127          32  -2.21436680E-03
         128          32  -6.62993058E-04
           1          33   1.61604781E-03
           2          33   4.77622636E-03
           3          33   7.86059350E-03
           4          33   1.08595509E-02
           5          33   1.37645984E-02
           6          33   1.65686067E-02
           7          33   1.92656685E-02
           8          33   2.18510311E-02
           9          33   2.43209600E-02
          10          33   2.66726669E-02
          11          33   2.89042182E-02
          12          33   3.10144201E-02
          13          33   3.30027603E-02
          14          33   3.48693021E-02
          15          33   3.66146192E-02
          16          33   3.82397026E-02
          17          33   3.97459045E-02
          18          33   4.11348790E-02
          19          33   4.24084999E-02
          20          33   4.35688123E-02
          21          33   4.46179882E-02
          22          33   4.55582701E-02
          23          33   4.63919155E-02
          24          33   4.71212007E-02
          25          33   4.77483571E-02
          26          33   4.82755303E-02
          27          33   4.87047918E-02
          28          33   4.90380935E-02
          29          33   4.92772721E-02
          30          33   4.94240113E-02
          31          33   4.94798757E-02
          32          33   4.94462512E-02
          33          33   4.93244044E-02
          34          33   4.91154417E-02
          35          33   4.88203205E-02
          36          33   4.84398827E-02
          37          33   4.79748435E-02
          38          33   4.74257953E-02
          39          33   4.67932448E-02
          40          33   4.60776351E-02
          41          33   4.52793241E-02
          42          33   4.43986356E-02
          43          33   4.34358679E-02
          44          33   4.23913226E-02
          45          33   4.12653014E-02
          46          33   4.00581546E-02
          47          33   3.87702957E-02
          48          33   3.74022089E-02
          49          33   3.59544791E-02
          50          33   3.44278216E-02
          51          33   3.28230858E-02
          52          33   3.11412737E-02
          53          33   2.93835867E-02
          54          33   2.75514089E-02
          55          33   2.56463569E-02
          56          33   2.36702599E-02
          57          33   2.16252096E-02
          58          33   1.95135549E-02
          59          33   1.73379239E-02
          60          33   1.51012354E-02
          61          33   1.28066968E-02
          62          33   1.04578398E-02
          63          33   8.05849116E-03
          64          33   5.61281200E-03
          65          33   3.12529993E-03
          66          33   6.00775471E-04
          67          33  -1.95563678E-03
          68          33  -4.53843875E-03
          69          33  -7.14181690E-03
          70          33  -9.75965522E-03
          71          33  -1.23855118E-02
          72          33  -1.50126368E-02
          73          33  -1.76339857E-02
          74          33  -2.02422496E-02
          75          33  -2.28298325E-02
          76          33  -2.53889281E-02
          77          33  -2.79115029E-02
          78          33  -3.03893220E-02
          79          33  -3.28139961E-02
          80          33  -3.51770110E-02
          81          33  -3.74697596E-02
          82          33  -3.96835767E-02
          83          33  -4.18097973E-02
          84          33  -4.38397564E-02
          85          33  -4.57648933E-02
          86          33  -4.75767776E-02
          87          33  -4.92671765E-02
          88          33  -5.08280732E-02
          89          33  -5.22517636E-02
          90          33  -5.35308979E-02
          91          33  -5.46585545E-02
          92          33  -5.56282811E-02
          93          33  -5.64342029E-02
          94          33  -5.70710339E-02
          95          33  -5.75341694E-02
          96          33  -5.78197353E-02
          97          33  -5.79246581E-02
          98          33  -5.78467026E-02
          99          33  -5.75845614E-02
         100          33  -5.71378693E-02
         101          33  -5.65072671E-02
         102          33  -5.56944273E-02
         103          33  -5.47021031E-02
         104          33  -5.35341278E-02
         105          33  -5.21954633E-02
         106          33  -5.06921969E-02
         107          33  -4.90315333E-02
         108          33  -4.72218171E-02
         109          33  -4.52724621E-02
         110          33  -4.31939922E-02
         111          33  -4.09979671E-02
         112          33  -3.86969447E-02
         113          33  -3.63044329E-02
         114          33  -3.38348635E-02
         115          33  -3.13034691E-02
         116          33  -2.87262630E-02
         117          33  -2.61199418E-02
         118          33  -2.35018134E-02
         119          33  -2.08897181E-02
         120          33  -1.83019191E-02
         121          33  -1.57570429E-02
         122          33  -1.32739758E-02
         123          33  -1.08717727E-02
         124          33  -8.56957398E-03
         125          33  -6.38651382E-03
         126          33  -4.34161769E-03
         127          33  -2.45376932E-03
         128          33  -7.41114782E-04
           1          34   1.73736538E-03
           2          34   5.12357662E-03
           3          34   8.42030533E-03
           4          34   1.16184177E-02
           5          34   1.47099094E-02
           6          34   1.76881570E-02
           7          34   2.05477681E-02
           8          34   2.32844967E-02
           9          34   2.58951224E-02
          10          34   2.83773560E-02
          11          34   3.07297502E-02
          12          34   3.29515822E-02
          13          34   3.50427963E-02
          14          34   3.70038971E-02
          15          34   3.88358645E-02
          16          34   4.05400842E-02
          17          34   4.21182923E-02
          18          34   4.35724817E-02
          19          34   4.49048579E-02
          20          34   4.61177714E-02
          21          34   4.72136736E-02
          22          34   4.81950715E-02
          23          34   4.90644574E-02
          24          34   4.98243347E-02
          25          34   5.04771173E-02
          26          34   5.10251448E-02
          27          34   5.14706336E-02
          28          34   5.18156961E-02
          29          34   5.20622805E-02
          30          34   5.22121862E-02
          31          34   5.22670709E-02
          32          34   5.22283986E-02
          33          34   5.20975105E-02
          34          34   5.18755578E-02
          35          34   5.15635535E-02
          36          34   5.11623621E-02
          37          34   5.06727397E-02
          38          34   5.00952899E-02
          39          34   4.94305305E-02
          40          34   4.86789122E-02
          41          34   4.78407703E-02
          42          34   4.69164550E-02
          43          34   4.59062420E-02
          44          34   4.48104180E-02
          45          34   4.36292961E-02
          46          34   4.23631966E-02
          47          34   4.10125181E-02
          48          34   3.95777449E-02
          49          34   3.80594544E-02
          50          34   3.64583433E-02
          51          34   3.47752832E-02
          52          34   3.30112614E-02
          53          34   3.11674904E-02
          54          34   2.92453784E-02
          55          34   2.72465497E-02
          56          34   2.51728762E-02
          57          34   2.30264757E-02
          58          34   2.08097566E-02
          59          34   1.85253974E-02
          60          34   1.61763914E-02
          61          34   1.37660373E-02
          62          34   1.12979328E-02
          63          34   8.77602957E-03
          64          34   6.20461302E-03
          65          34   3.58831068E-03
          66          34   9.32083349E-04
          67          34  -1.75873353E-03
          68          34  -4.47846670E-03
          69          34  -7.22111855E-03
          70          34  -9.98033583E-03
          71          34  -1.27494242E-02
          72          34  -1.55213745E-02
          73          34  -1.82888545E-02
          74          34  -2.10442264E-02
          75          34  -2.37795915E-02
          76          34  -2.64867749E-02
          77          34  -2.91573685E-02
          78          34  -3.17827389E-02
          79          34  -3.43540721E-02
          80          34  -3.68624292E-02
          81          34  -3.92987207E-02
          82          34  -4.16538157E-02
          83          34  -4.39185426E-02
          84          34  -4.60837334E-02
          85          34  -4.81402948E-02
          86          34  -5.00792712E-02
          87          34  -5.18918335E-02
          88          34  -5.35694435E-02
          89          34  -5.51038235E-02
          90          34  -5.64870685E-02
          91          34  -5.77116981E-02
          92          34  -5.87707087E-02
          93          34  -5.96576966E-02
          94          34  -6.03668503E-02
          95          34  -6.08930700E-02
          96          34  -6.12320155E-02
          97          34  -6.13801703E-02
          98          34  -6.13349192E-02
          99          34  -6.10945933E-02
         100          34  -6.06585331E-02
         101          34  -6.00271188E-02
         102          34  -5.92018478E-02
         103          34  -5.81853278E-02
         104          34  -5.69813475E-02
         105          34  -5.55948727E-02
         106          34  -5.40320836E-02
         107          34  -5.23003452E-02
         108          34  -5.04082255E-02
         109          34  -4.83654588E-02
         110          34  -4.61829603E-02
         111          34  -4.38727438E-02
         112          34  -4.14478965E-02
         113          34  -3.89225371E-02
         114          34  -3.63117419E-02
         115          34  -3.36314738E-02
         116          34  -3.08985077E-02
         117          34  -2.81303562E-02
         118          34  -2.53451802E-02
         119          34  -2.25616861E-02
         120          34  -1.97990444E-02
         121          34  -1.70767866E-02
         122          34  -1.44147128E-02
         123          34  -1.18327904E-02
         124          34  -9.35106073E-03
         125          34  -6.98953820E-03
         126          34  -4.76810941E-03
         127          34  -2.70649302E-03
         128          34  -8.23616982E-04
           1          35   1.86207669E-03
           2          35   5.48055582E-03
           3          35   8.99541844E-03
           4          35   1.23980083E-02
           5          35   1.56808328E-02
           6          35   1.88377891E-02
           7          35   2.18640193E-02
           8          35   2.47558057E-02
           9          35   2.75104623E-02
          10          35   3.01262159E-02
          11          35   3.26021276E-02
          12          35   3.49379778E-02
          13          35   3.71341817E-02
          14          35   3.91917005E-02
          15          35   4.11119536E-02
          16          35   4.28967439E-02
          17          35   4.45481949E-02
          18          35   4.60686684E-02
          19          35   4.74607237E-02
          20          35   4.87270318E-02
          21          35   4.98703346E-02
          22          35   5.08934110E-02
          23          35   5.17990217E-02
          24          35   5.25898933E-02
          25          35   5.32686450E-02
          26          35   5.38378023E-02
          27          35   5.42997755E-02
          28          35   5.46567999E-02
          29          35   5.49109578E-02
          30          35   5.50641865E-02
          31          35   5.51182255E-02
          32          35   5.50746284E-02
          33          35   5.49347997E-02
          34          35   5.46999611E-02
          35          35   5.43711707E-02
          36          35   5.39493263E-02
          37          35   5.34352027E-02
          38          35   5.28294258E-02
          39          35   5.21325357E-02
          40          35   5.13449684E-02
          41          35   5.04670814E-02
          42          35   4.94991876E-02
          43          35   4.84415703E-02
          44          35   4.72945012E-02
          45          35   4.60582711E-02
          46          35   4.47331965E-02
          47          35   4.33196612E-02
          48          35   4.18181084E-02
          49          35   4.02291305E-02
          50          35   3.85533981E-02
          51          35   3.67917754E-02
          52          35   3.49452533E-02
          53          35   3.30150500E-02
          54          35   3.10025550E-02
          55          35   2.89094225E-02
          56          35   2.67375540E-02
          57          35   2.44890973E-02
          58          35   2.21664738E-02
          59          35   1.97724421E-02
          60          35   1.73100326E-02
          61          35   1.47826038E-02
          62          35   1.21938791E-02
          63          35   9.54788551E-03
          64          35   6.84901886E-03
          65          35   4.10203170E-03
          66          35   1.31204783E-03
          67          35  -1.51545473E-03
          68          35  -4.37462237E-03
          69          35  -7.25924643E-03
          70          35  -1.01627549E-02
          71          35  -1.30782267E-02
          72          35  -1.59983821E-02
          73          35  -1.89155918E-02
          74          35  -2.18219403E-02
          75          35  -2.47091688E-02
          76          35  -2.75687650E-02
          77          35  -3.03919334E-02
          78          35  -3.31696346E-02
          79          35  -3.58926654E-02
          80          35  -3.85515876E-02
          81          35  -4.11368757E-02
          82          35  -4.36388925E-02
          83          35  -4.60479558E-02
          84          35  -4.83543612E-02
          85          35  -5.05484752E-02
          86          35  -5.26207685E-02
          87          35  -5.45618460E-02
          88          35  -5.63625731E-02
          89          35  -5.80140762E-02
          90          35  -5.95078692E-02
          91          35  -6.08358756E-02
          92          35  -6.19905032E-02
          93          35  -6.29647747E-02
          94          35  -6.37523010E-02
          95          35  -6.43474758E-02
          96          35  -6.47454262E-02
          97          35  -6.49421439E-02
          98          35  -6.49346113E-02
          99          35  -6.47207350E-02
         100          35  -6.42995015E-02
         101          35  -6.36710227E-02
         102          35  -6.28365502E-02
         103          35  -6.17985316E-02
         104          35  -6.05606623E-02
         105          35  -5.91278970E-02
         106          35  -5.75064570E-02
         107          35  -5.57038561E-02
         108          35  -5.37288599E-02
         109          35  -5.15915304E-02
         110          35  -4.93031405E-02
         111          35  -4.68761660E-02
         112          35  -4.43242453E-02
         113          35  -4.16620970E-02
         114          35  -3.89054753E-02
         115          35  -3.60710844E-02
         116          35  -3.31765004E-02
         117          35  -3.02400794E-02
         118          35  -2.72808708E-02
         119          35  -2.43185069E-02
         120          35  -2.13731006E-02
         121          35  -1.84651464E-02
         122          35  -1.56154139E-02
         123          35  -1.28448484E-02
         124          35  -1.01744477E-02
         125          35  -7.62517843E-03
         126          35  -5.21785347E-03
         127          35  -2.97309505E-03
         128          35  -9.10686329E-04
           1          36   1.99009036E-03
           2          36   5.84690319E-03
           3          36   9.58551653E-03
           4          36   1.31977657E-02
           5          36   1.66766848E-02
           6          36   2.00167056E-02
           7          36   2.32135244E-02
           8          36   2.62639727E-02
           9          36   2.91659143E-02
          10          36   3.19181196E-02
          11          36   3.45201753E-02
          12          36   3.69723849E-02
          13          36   3.92756574E-02
          14          36   4.14314307E-02
          15          36   4.34415899E-02
          16          36   4.53083590E-02
          17          36   4.70342897E-02
          18          36   4.86221313E-02
          19          36   5.00747897E-02
          20          36   5.13952859E-02
          21          36   5.25866710E-02
          22          36   5.36520258E-02
          23          36   5.45943715E-02
          24          36   5.54166585E-02
          25          36   5.61217517E-02
          26          36   5.67123741E-02
          27          36   5.71911000E-02
          28          36   5.75603358E-02
          29          36   5.78223020E-02
          30          36   5.79790510E-02
          31          36   5.80324307E-02
          32          36   5.79840876E-02
          33          36   5.78354970E-02
          34          36   5.75879365E-02
          35          36   5.72425164E-02
          36          36   5.68001941E-02
          37          36   5.62617444E-02
          38          36   5.56278154E-02
          39          36   5.48989624E-02
          40          36   5.40756173E-02
          41          36   5.31581417E-02
          42          36   5.21468408E-02
          43          36   5.10419719E-02
          44          36   4.98437993E-02
          45          36   4.85525914E-02
          46          36   4.71686423E-02
          47          36   4.56923097E-02
          48          36   4.41240408E-02
          49          36   4.24643867E-02
          50          36   4.07139994E-02
          51          36   3.88737246E-02
          52          36   3.69445495E-02
          53          36   3.49276923E-02
          54          36   3.28245312E-02
          55          36   3.06367297E-02
          56          36   2.83661950E-02
          57          36   2.60150991E-02
          58          36   2.35859007E-02
          59          36   2.10813824E-02
          60          36   1.85046233E-02
          61          36   1.58590637E-02
          62          36   1.31484652E-02
          63          36   1.03769628E-02
          64          36   7.54907401E-03
          65          36   4.66964534E-03
          66          36   1.74393109E-03
          67          36  -1.22242363E-03
          68          36  -4.22340492E-03
          69          36  -7.25260703E-03
          70          36  -1.03032505E-02
          71          36  -1.33681782E-02
          72          36  -1.64398476E-02
          73          36  -1.95103604E-02
          74          36  -2.25714911E-02
          75          36  -2.56146640E-02
          76          36  -2.86309887E-02
          77          36  -3.16113047E-02
          78          36  -3.45461890E-02
          79          36  -3.74259651E-02
          80          36  -4.02407795E-02
          81          36  -4.29806150E-02
          82          36  -4.56353128E-02
          83          36  -4.81946655E-02
          84          36  -5.06484322E-02
          85          36  -5.29864058E-02
          86          36  -5.51984571E-02
          87          36  -5.72746098E-02
          88          36  -5.92050962E-02
          89          36  -6.09804392E-02
          90          36  -6.25915006E-02
          91          36  -6.40295744E-02
          92          36  -6.52864724E-02
          93          36  -6.63545653E-02
          94          36  -6.72268867E-02
          95          36  -6.78972229E-02
          96          36  -6.83601573E-02
          97          36  -6.86111599E-02
          98          36  -6.86466992E-02
          99          36  -6.84642643E-02
         100          36  -6.80624396E-02
         101          36  -6.74409792E-02
         102          36  -6.66008815E-02
         103          36  -6.55443817E-02
         104          36  -6.42750487E-02
         105          36  -6.27977699E-02
         106          36  -6.11188002E-02
         107          36  -5.92457578E-02
         108          36  -5.71876168E-02
         109          36  -5.49547039E-02
         110          36  -5.25586754E-02
         111          36  -5.00124656E-02
         112          36  -4.73302491E-02
         113          36  -4.45273630E-02
         114          36  -4.16202620E-02
         115          36  -3.86264101E-02
         116          36  -3.55642103E-02
         117          36  -3.24529149E-02
         118          36  -2.93124877E-02
         119          36  -2.61635371E-02
         120          36  -2.30271760E-02
         121          36  -1.99249126E-02
         122          36  -1.68785546E-02
         123          36  -1.39100756E-02
         124          36  -1.10415081E-02
         125          36  -8.29483010E-03
         126          36  -5.69185801E-03
         127          36  -3.25418706E-03
         128          36  -1.00252940E-03
           1          37   2.12131231E-03
           2          37   6.22235285E-03
           3          37   1.01901758E-02
           4          37   1.40171209E-02
           5          37   1.76967625E-02
           6          37   2.12240871E-02
           7          37   2.45953593E-02
           8          37   2.78079845E-02
           9          37   3.08603887E-02
          10          37   3.37519087E-02
          11          37   3.64826806E-02
          12          37   3.90535370E-02
          13          37   4.14659195E-02
          14          37   4.37217578E-02
          15          37   4.58234139E-02
          16          37   4.77735735E-02
          17          37   4.95752133E-02
          18          37   5.12314886E-02
          19          37   5.27456850E-02
          20          37   5.41211776E-02
          21          37   5.53613529E-02
          22          37   5.64695895E-02
          23          37   5.74491881E-02
          24          37   5.83033636E-02
          25          37   5.90352044E-02
