  Drag around the body
 
 Time, Pressure Drag, Form Drag
 
  0.0000000E+00   19.42620       38.85241    
  4.9999999E-03   30.33102       60.66205    
  9.9999998E-03   35.54328       71.08656    
  1.5000000E-02   37.22384       74.44769    
  2.0000000E-02   37.46566       74.93133    
  2.4999999E-02   37.64458       75.28915    
  2.9999997E-02   38.25965       76.51930    
  3.4999996E-02   39.10702       78.21404    
  3.9999995E-02   39.65335       79.30671    
  4.4999994E-02   39.39309       78.78618    
  4.9999993E-02   37.99755       75.99510    
  5.4999992E-02   35.35212       70.70424    
  5.9999991E-02   31.96924       63.93847    
  6.4999990E-02   27.83350       55.66700    
  6.9999993E-02   23.30573       46.61145    
  7.4999996E-02   18.62255       37.24509    
  7.9999998E-02   13.90839       27.81679    
  8.5000001E-02   9.205829       18.41166    
  9.0000004E-02   4.522708       9.045416    
  9.5000006E-02 -0.1364980     -0.2729960    
  0.1000000      -4.744576      -9.489152    
  0.1050000      -9.237652      -18.47530    
  0.1100000      -13.51898      -27.03795    
  0.1150000      -17.47379      -34.94757    
  0.1200000      -20.98546      -41.97092    
  0.1250000      -23.94754      -47.89508    
  0.1300000      -26.27062      -52.54124    
  0.1350000      -27.88390      -55.76780    
  0.1400000      -28.73404      -57.46807    
  0.1450000      -28.93497      -57.86994    
  0.1500000      -28.33221      -56.66443    
  0.1550000      -26.93385      -53.86769    
  0.1600000      -24.87981      -49.75961    
  0.1650000      -22.18975      -44.37950    
  0.1700000      -18.95818      -37.91636    
  0.1750000      -15.28096      -30.56192    
  0.1800000      -11.26248      -22.52496    
  0.1850000      -7.017420      -14.03484    
  0.1900000      -2.666860      -5.333721    
  0.1949999       1.667457       3.334914    
  0.1999999       5.868569       11.73714    
  0.2049999       9.826548       19.65310    
  0.2099999       13.43896       26.87792    
  0.2149999       16.61755       33.23510    
  0.2199999       19.28853       38.57707    
  0.2249999       21.39510       42.79020    
  0.2299999       22.89746       45.79492    
  0.2349999       23.76976       47.53952    
  0.2399999       24.00340       48.00680    
  0.2449999       23.83875       47.67749    
  0.2499999       22.66583       45.33167    
  0.2549999       21.26738       42.53477    
  0.2599999       19.31139       38.62278    
  0.2649999       16.91820       33.83641    
  0.2699999       14.18937       28.37873    
  0.2749999       11.20361       22.40722    
  0.2799999       8.043881       16.08776    
  0.2849999       4.793808       9.587617    
  0.2899999       1.537253       3.074506    
  0.2949999      -1.644572      -3.289143    
  0.2999999      -4.675591      -9.351182    
  0.3049999      -7.485866      -14.97173    
  0.3099999      -10.01306      -20.02612    
  0.3149998      -12.20434      -24.40868    
  0.3199998      -14.01535      -28.03070    
  0.3249998      -15.41483      -30.82965    
  0.3299998      -16.37769      -32.75539    
  0.3349998      -16.89222      -33.78445    
  0.3399998      -16.96528      -33.93057    
  0.3449998      -16.79782      -33.59565    
  0.3499998      -15.88627      -31.77254    
  0.3549998      -14.80286      -29.60571    
  0.3599998      -13.32228      -26.64457    
  0.3649998      -11.53430      -23.06860    
  0.3699998      -9.501003      -19.00201    
  0.3749998      -7.275164      -14.55033    
  0.3799998      -4.913536      -9.827072    
  0.3849998      -2.474795      -4.949590    
  0.3899998     -2.0113880E-02 -4.0227760E-02
  0.3949998       2.390182       4.780364    
  0.3999998       4.696877       9.393754    
  0.4049998       6.844477       13.68895    
  0.4099998       8.781057       17.56211    
  0.4149998       10.46206       20.92412    
  0.4199997       11.84921       23.69841    
  0.4249997       12.91424       25.82849    
  0.4299997       13.63421       27.26842    
  0.4349997       13.99661       27.99323    
  0.4399997       14.04726       28.09452    
  0.4449997       13.87077       27.74154    
  0.4499997       13.06119       26.12237    
  0.4549997       12.16645       24.33290    
  0.4599997       10.96191       21.92383    
  0.4649997       9.511998       19.02400    
  0.4699997       7.880439       15.76088    
  0.4749997       6.112940       12.22588    
  0.4799997       4.255009       8.510018    
  0.4849997       2.354012       4.708024    
  0.4899997      0.4585152      0.9170303    
  0.4949997      -1.384879      -2.769757    
  0.4999997      -3.131181      -6.262362    
  0.5049997      -4.739191      -9.478382    
  0.5099997      -6.172115      -12.34423    
  0.5149997      -7.397840      -14.79568    
  0.5199997      -8.390836      -16.78167    
  0.5249997      -9.132056      -18.26411    
  0.5299997      -9.607491      -19.21498    
  0.5349997      -9.805426      -19.61085    
  0.5399997      -9.858141      -19.71628    
  0.5449997      -9.589847      -19.17969    
  0.5499997      -8.942756      -17.88551    
  0.5549996      -8.212659      -16.42532    
  0.5599996      -7.250029      -14.50006    
  0.5649996      -6.109867      -12.21973    
  0.5699996      -4.841877      -9.683754    
  0.5749996      -3.475547      -6.951095    
  0.5799996      -2.046499      -4.092998    
  0.5849996     -0.5892549      -1.178510    
  0.5899996      0.8589129       1.717826    
  0.5949996       2.262298       4.524596    
  0.5999996       3.586295       7.172591    
  0.6049996       4.798957       9.597914    
  0.6099996       5.872838       11.74568    
  0.6149996       6.781806       13.56361    
  0.6199996       7.509322       15.01864    
  0.6249996       8.039560       16.07912    
  0.6299996       8.362971       16.72594    
  0.6349996       8.464314       16.92863    
  0.6399996       8.516614       17.03323    
  0.6449996       8.267852       16.53570    
  0.6499996       7.689924       15.37985    
  0.6549996       7.110531       14.22106    
  0.6599995       6.351786       12.70357    
  0.6649995       5.457104       10.91421    
  0.6699995       4.469131       8.938261    
  0.6749995       3.417104       6.834208    
  0.6799995       2.324137       4.648273    
  0.6849995       1.216633       2.433266    
  0.6899995      0.1214517      0.2429034    
  0.6949995     -0.9343689      -1.868738    
  0.6999995      -1.925756      -3.851511    
  0.7049995      -2.828971      -5.657942    
  0.7099995      -3.623663      -7.247325    
  0.7149995      -4.291680      -8.583361    
  0.7199995      -4.819794      -9.639587    
  0.7249995      -5.197235      -10.39447    
  0.7299995      -5.414590      -10.82918    
  0.7349995      -5.456109      -10.91222    
  0.7399995      -5.501483      -11.00297    
  0.7449995      -5.324091      -10.64818    
  0.7499995      -4.834378      -9.668756    
  0.7549995      -4.373977      -8.747953    
  0.7599995      -3.774393      -7.548785    
  0.7649994      -3.074250      -6.148500    
  0.7699994      -2.304632      -4.609263    
