  Drag around the body
 
 Time, Pressure Drag, Form Drag
 
  0.7749994      -1.488655      -2.977309    
  0.7799994     -0.6433562      -1.286712    
  0.7849994      0.2108164      0.4216328    
  0.7899994       1.053652       2.107304    
  0.7949994       1.864284       3.728568    
  0.7999994       2.621854       5.243708    
  0.8049994       3.309824       6.619647    
  0.8099994       3.910081       7.820162    
  0.8149994       4.410523       8.821047    
  0.8199994       4.799668       9.599336    
  0.8249994       5.070685       10.14137    
  0.8299994       5.214466       10.42893    
  0.8349994       5.238509       10.47702    
  0.8399994       5.282272       10.56454    
  0.8449994       5.125006       10.25001    
  0.8499994       4.688879       9.377758    
  0.8549994       4.332060       8.664120    
  0.8599994       3.866990       7.733981    
  0.8649994       3.321486       6.642971    
  0.8699993       2.725690       5.451380    
  0.8749993       2.098745       4.197490    
  0.8799993       1.456038       2.912076    
  0.8849993      0.8089659       1.617932    
  0.8899993      0.1741308      0.3482616    
  0.8949993     -0.4342290     -0.8684580    
  0.8999993      -1.000525      -2.001049    
  0.9049993      -1.512167      -3.024335    
  0.9099993      -1.955987      -3.911974    
  0.9149993      -2.322900      -4.645800    
  0.9199993      -2.605134      -5.210268    
  0.9249993      -2.796336      -5.592672    
  0.9299993      -2.884223      -5.768446    
  0.9349993      -2.911279      -5.822558    
  0.9399993      -2.947287      -5.894575    
  0.9449993      -2.839004      -5.678008    
  0.9499993      -2.462159      -4.924319    
  0.9549993      -2.190247      -4.380494    
  0.9599993      -1.828049      -3.656099    
  0.9649993      -1.406515      -2.813029    
  0.9699993     -0.9458269      -1.891654    
  0.9749992     -0.4637355     -0.9274709    
  0.9799992      3.0169174E-02  6.0338348E-02
  0.9849992      0.5265765       1.053153    
  0.9899992       1.014004       2.028009    
  0.9949992       1.480539       2.961077    
  0.9999992       1.915407       3.830814    
   1.004999       2.306152       4.612305    
   1.009999       2.645003       5.290006    
   1.014999       2.923893       5.847787    
   1.019999       3.135337       6.270675    
   1.024999       3.275743       6.551487    
   1.029999       3.334531       6.669063    
   1.034999       3.356824       6.713648    
   1.039999       3.390840       6.781680    
   1.044999       3.354183       6.708365    
   1.049999       3.000133       6.000266    
   1.054999       2.788510       5.577020    
   1.059999       2.515022       5.030044    
   1.064999       2.194384       4.388767    
   1.069999       1.841378       3.682755    
   1.074999       1.472097       2.944194    
   1.079999       1.095854       2.191709    
   1.084999      0.7209948       1.441990    
   1.089999      0.3535636      0.7071272    
   1.094999      1.8208902E-03  3.6417805E-03
   1.099999     -0.3251455     -0.6502909    
   1.104999     -0.6191543      -1.238309    
   1.109999     -0.8728108      -1.745622    
   1.114999      -1.080113      -2.160227    
   1.119999      -1.235902      -2.471805    
   1.124999      -1.334058      -2.668115    
   1.129999      -1.381118      -2.762236    
   1.134999      -1.394380      -2.788760    
   1.139999      -1.419663      -2.839325    
   1.144999      -1.421424      -2.842848    
   1.149999      -1.153569      -2.307138    
   1.154999     -0.9653842      -1.930768    
   1.159999     -0.7592334      -1.518467    
   1.164999     -0.5139306      -1.027861    
