           1   4.000000       2.500000             102          62
 
 Time  U   V  P
   116.1711     -0.3419311     -0.2958236       3.941975    
   116.1761     -0.3406693     -0.2918884       3.940336    
   116.1811     -0.3393803     -0.2879479       3.938874    
   116.1861     -0.3380634     -0.2840006       3.937230    
   116.1911     -0.3367207     -0.2800486       3.935760    
   116.1961     -0.3353513     -0.2760908       3.934108    
   116.2011     -0.3339569     -0.2721286       3.932580    
   116.2061     -0.3325375     -0.2681617       3.930991    
   116.2111     -0.3310942     -0.2641904       3.929408    
   116.2161     -0.3296279     -0.2602156       3.927882    
   116.2211     -0.3281383     -0.2562369       3.926245    
   116.2261     -0.3266271     -0.2522552       3.924734    
   116.2311     -0.3250945     -0.2482704       3.923163    
   116.2361     -0.3235411     -0.2442831       3.921599    
   116.2411     -0.3219677     -0.2402934       3.920040    
   116.2461     -0.3203743     -0.2363013       3.918441    
   116.2511     -0.3187636     -0.2323077       3.917013    
   116.2561     -0.3171339     -0.2283127       3.915408    
   116.2611     -0.3154867     -0.2243163       3.913874    
   116.2661     -0.3138227     -0.2203190       3.912348    
   116.2711     -0.3121427     -0.2163209       3.910828    
   116.2761     -0.3104470     -0.2123221       3.909314    
   116.2811     -0.3087364     -0.2083232       3.907808    
   116.2860     -0.3070116     -0.2043240       3.906308    
   116.2910     -0.3052725     -0.2003251       3.904769    
   116.2960     -0.3035212     -0.1963264       3.903347    
   116.3010     -0.3017564     -0.1923282       3.901778    
   116.3060     -0.2999813     -0.1883305       3.900433    
   116.3110     -0.2981942     -0.1843340       3.898925    
   116.3160     -0.2963965     -0.1803386       3.897484    
   116.3210     -0.2945876     -0.1763447       3.895957    
   116.3260     -0.2927713     -0.1723516       3.894697    
   116.3310     -0.2909442     -0.1683608       3.893126    
   116.3360     -0.2891095     -0.1643715       3.891786    
   116.3410     -0.2872672     -0.1603841       3.890396    
   116.3460     -0.2854169     -0.1563990       3.888970    
   116.3510     -0.2835602     -0.1524159       3.887609    
   116.3560     -0.2816968     -0.1484354       3.886216    
   116.3610     -0.2798287     -0.1444568       3.884931    
   116.3660     -0.2779549     -0.1404813       3.883554    
   116.3710     -0.2760758     -0.1365088       3.882199    
   116.3760     -0.2741932     -0.1325389       3.880908    
   116.3810     -0.2723071     -0.1285719       3.879630    
   116.3860     -0.2704174     -0.1246083       3.878315    
   116.3910     -0.2685252     -0.1206478       3.877064    
   116.3960     -0.2666303     -0.1166910       3.875782    
   116.4010     -0.2647347     -0.1127371       3.874602    
   116.4060     -0.2628362     -0.1087878       3.873299    
   116.4110     -0.2609373     -0.1048419       3.872106    
   116.4160     -0.2590382     -0.1008996       3.870927    
   116.4210     -0.2571378     -9.6961901E-02   3.869680    
   116.4260     -0.2552389     -9.3027160E-02   3.868580    
   116.4310     -0.2533405     -8.9096896E-02   3.867407    
   116.4360     -0.2514429     -8.5171103E-02   3.866255    
   116.4410     -0.2495471     -8.1249401E-02   3.865160    
   116.4460     -0.2476529     -7.7332132E-02   3.864041    
   116.4510     -0.2457608     -7.3419437E-02   3.862942    
   116.4560     -0.2438719     -6.9510713E-02   3.861899    
   116.4610     -0.2419854     -6.5606847E-02   3.860834    
   116.4660     -0.2401022     -6.1707709E-02   3.859788    
   116.4709     -0.2382232     -5.7812769E-02   3.858796    
   116.4759     -0.2363472     -5.3923305E-02   3.857750    
   116.4809     -0.2344763     -5.0037876E-02   3.856797    
   116.4859     -0.2326091     -4.6157870E-02   3.855795    
   116.4909     -0.2307484     -4.2281363E-02   3.854911    
   116.4959     -0.2288914     -3.8411375E-02   3.853911    
   116.5009     -0.2270414     -3.4544930E-02   3.853063    
   116.5059     -0.2251958     -3.0684823E-02   3.852103    
   116.5109     -0.2233571     -2.6828879E-02   3.851260    
   116.5159     -0.2215249     -2.2977855E-02   3.850402    
   116.5209     -0.2196989     -1.9132439E-02   3.849534    
   116.5259     -0.2178807     -1.5291264E-02   3.848745    
   116.5309     -0.2160691     -1.1456026E-02   3.847914    
   116.5359     -0.2142653     -7.6256669E-03   3.847132    
   116.5409     -0.2124694     -3.8004066E-03   3.846368    
   116.5459     -0.2106816      1.9759871E-05   3.845621    
   116.5509     -0.2089015      3.8339982E-03   3.844866    
   116.5559     -0.2071309      7.6439027E-03   3.844179    
   116.5609     -0.2053684      1.1447653E-02   3.843460    
   116.5659     -0.2036144      1.5245524E-02   3.842761    
   116.5709     -0.2018705      1.9039173E-02   3.842128    
   116.5759     -0.2001356      2.2826649E-02   3.841465    
   116.5809     -0.1984107      2.6608981E-02   3.840845    
   116.5859     -0.1966957      3.0385852E-02   3.840242    
   116.5909     -0.1949903      3.4156561E-02   3.839638    
   116.5959     -0.1932949      3.7921324E-02   3.839052    
   116.6009     -0.1916111      4.1681752E-02   3.838525    
   116.6059     -0.1899374      4.5435842E-02   3.837979    
   116.6109     -0.1882749      4.9184579E-02   3.837468    
   116.6159     -0.1866232      5.2926864E-02   3.836960    
   116.6209     -0.1849830      5.6663733E-02   3.836488    
   116.6259     -0.1833545      6.0394973E-02   3.836032    
   116.6309     -0.1817364      6.4119153E-02   3.835565    
   116.6359     -0.1801312      6.7838661E-02   3.835162    
   116.6409     -0.1785383      7.1552396E-02   3.834762    
   116.6459     -0.1769572      7.5259425E-02   3.834367    
   116.6508     -0.1753880      7.8959696E-02   3.833991    
   116.6558     -0.1738315      8.2654372E-02   3.833645    
   116.6608     -0.1722881      8.6343229E-02   3.833319    
   116.6658     -0.1707571      9.0025261E-02   3.833001    
   116.6708     -0.1692394      9.3701325E-02   3.832712    
   116.6758     -0.1677352      9.7371288E-02   3.832443    
   116.6808     -0.1662439      0.1010341       3.832184    
   116.6858     -0.1647657      0.1046900       3.831944    
   116.6908     -0.1633020      0.1083405       3.831736    
   116.6958     -0.1618517      0.1119838       3.831534    
   116.7008     -0.1604150      0.1156199       3.831352    
   116.7058     -0.1589933      0.1192503       3.831199    
   116.7108     -0.1575854      0.1228731       3.831057    
   116.7158     -0.1561919      0.1264893       3.830937    
   116.7208     -0.1548125      0.1300977       3.830832    
   116.7258     -0.1534478      0.1336994       3.830750    
   116.7308     -0.1520981      0.1372943       3.830684    
   116.7358     -0.1507628      0.1408813       3.830637    
   116.7408     -0.1494428      0.1444613       3.830611    
   116.7458     -0.1481382      0.1480343       3.830603    
   116.7508     -0.1468490      0.1516000       3.830619    
   116.7558     -0.1455748      0.1551575       3.830654    
   116.7608     -0.1443163      0.1587074       3.830707    
   116.7658     -0.1430728      0.1622491       3.830780    
   116.7708     -0.1418459      0.1657843       3.830866    
   116.7758     -0.1406345      0.1693109       3.830980    
   116.7808     -0.1394391      0.1728298       3.831107    
   116.7858     -0.1382600      0.1763408       3.831258    
   116.7908     -0.1370965      0.1798432       3.831431    
   116.7958     -0.1359499      0.1833384       3.831611    
   116.8008     -0.1348192      0.1868247       3.831826    
   116.8058     -0.1337050      0.1903028       3.832050    
   116.8108     -0.1326069      0.1937719       3.832299    
   116.8158     -0.1315259      0.1972336       3.832550    
   116.8208     -0.1304613      0.2006862       3.832840    
   116.8258     -0.1294136      0.2041306       3.833140    
   116.8307     -0.1283830      0.2075666       3.833459    
   116.8357     -0.1273689      0.2109932       3.833808    
   116.8407     -0.1263725      0.2144122       3.834151    
   116.8457     -0.1253933      0.2178225       3.834530    
   116.8507     -0.1244309      0.2212230       3.834939    
   116.8557     -0.1234857      0.2246148       3.835351    
   116.8607     -0.1225584      0.2279984       3.835768    
   116.8657     -0.1216479      0.2313721       3.836232    
   116.8707     -0.1207544      0.2347362       3.836708    
   116.8757     -0.1198790      0.2380921       3.837167    
   116.8807     -0.1190206      0.2414383       3.837678    
   116.8857     -0.1181807      0.2447762       3.838173    
   116.8907     -0.1173582      0.2481041       3.838724    
   116.8957     -0.1165540      0.2514237       3.839257    
   116.9007     -0.1157668      0.2547322       3.839866    
   116.9057     -0.1149982      0.2580322       3.840426    
   116.9107     -0.1142476      0.2613231       3.841027    
   116.9157     -0.1135146      0.2646036       3.841662    
   116.9207     -0.1128006      0.2678763       3.842250    
   116.9257     -0.1121040      0.2711377       3.842949    
   116.9307     -0.1114257      0.2743893       3.843609    
   116.9357     -0.1107660      0.2776323       3.844263    
   116.9407     -0.1101243      0.2808646       3.844984    
   116.9457     -0.1095008      0.2840872       3.845689    
   116.9507     -0.1088959      0.2873001       3.846410    
   116.9557     -0.1083094      0.2905030       3.847145    
   116.9607     -0.1077415      0.2936961       3.847898    
   116.9657     -0.1071923      0.2968791       3.848665    
   116.9707     -0.1066617      0.3000519       3.849450    
   116.9757     -0.1061498      0.3032146       3.850249    
   116.9807     -0.1056566      0.3063670       3.851062    
   116.9857     -0.1051821      0.3095091       3.851890    
   116.9907     -0.1047260      0.3126400       3.852756    
   116.9957     -0.1042890      0.3157612       3.853573    
   117.0007     -0.1038705      0.3188713       3.854464    
   117.0057     -0.1034712      0.3219718       3.855306    
   117.0107     -0.1030910      0.3250617       3.856200    
   117.0156     -0.1027297      0.3281407       3.857108    
   117.0206     -0.1023874      0.3312088       3.858030    
   117.0256     -0.1020643      0.3342659       3.858967    
   117.0306     -0.1017600      0.3373118       3.859914    
   117.0356     -0.1014748      0.3403466       3.860870    
   117.0406     -0.1012088      0.3433709       3.861804    
   117.0456     -0.1009615      0.3463832       3.862821    
   117.0506     -0.1007336      0.3493848       3.863777    
   117.0556     -0.1005246      0.3523740       3.864816    
   117.0606     -0.1003350      0.3553526       3.865794    
   117.0656     -0.1001645      0.3583193       3.866822    
   117.0706     -0.1000131      0.3612744       3.867863    
   117.0756     -9.9881314E-02  0.3642183       3.868881    
   117.0806     -9.9768847E-02  0.3671500       3.869953    
   117.0856     -9.9675708E-02  0.3700695       3.871036    
   117.0906     -9.9601746E-02  0.3729766       3.872129    
   117.0956     -9.9547192E-02  0.3758721       3.873193    
   117.1006     -9.9512056E-02  0.3787556       3.874274    
   117.1056     -9.9495918E-02  0.3816257       3.875444    
   117.1106     -9.9499255E-02  0.3844836       3.876540    
   117.1156     -9.9521860E-02  0.3873285       3.877687    
   117.1206     -9.9563681E-02  0.3901610       3.878804    
   117.1256     -9.9624924E-02  0.3929811       3.879939    
   117.1306     -9.9705517E-02  0.3957878       3.881128    
   117.1356     -9.9805489E-02  0.3985817       3.882287    
   117.1406     -9.9924877E-02  0.4013617       3.883500    
   117.1456     -0.1000636      0.4041286       3.884680    
   117.1506     -0.1002217      0.4068822       3.885873    
   117.1556     -0.1003991      0.4096216       3.887119    
   117.1606     -0.1005957      0.4123475       3.888328    
   117.1656     -0.1008116      0.4150596       3.889549    
   117.1706     -0.1010468      0.4177572       3.890825    
   117.1756     -0.1013014      0.4204417       3.892021    
   117.1806     -0.1015751      0.4231111       3.893324    
   117.1856     -0.1018682      0.4257657       3.894629    
   117.1906     -0.1021805      0.4284065       3.895851    
   117.1955     -0.1025121      0.4310328       3.897139    
   117.2005     -0.1028628      0.4336438       3.898480    
   117.2055     -0.1032327      0.4362382       3.899863    
   117.2105     -0.1036216      0.4388180       3.901147    
   117.2155     -0.1040295      0.4413831       3.902439    
   117.2205     -0.1044563      0.4439319       3.903830    
   117.2255     -0.1049022      0.4464658       3.905125    
   117.2305     -0.1053670      0.4489836       3.906521    
   117.2355     -0.1058509      0.4514858       3.907869    
   117.2405     -0.1063538      0.4539722       3.909224    
   117.2455     -0.1068761      0.4564422       3.910632    
   117.2505     -0.1074171      0.4588966       3.911994    
   117.2555     -0.1079771      0.4613343       3.913409    
   117.2605     -0.1085561      0.4637562       3.914778    
   117.2655     -0.1091540      0.4661607       3.916247    
   117.2705     -0.1097707      0.4685491       3.917616    
   117.2755     -0.1104063      0.4709199       3.919084    
   117.2805     -0.1110605      0.4732732       3.920539    
   117.2855     -0.1117332      0.4756097       3.921940    
   117.2905     -0.1124243      0.4779282       3.923431    
   117.2955     -0.1131341      0.4802278       3.924946    
   117.3005     -0.1138616      0.4825126       3.926224    
   117.3055     -0.1146084      0.4847760       3.927915    
   117.3105     -0.1153724      0.4870261       3.929086    
   117.3155     -0.1161560      0.4892545       3.930824    
   117.3205     -0.1169573      0.4914681       3.932080    
   117.3255     -0.1177777      0.4936605       3.933757    
   117.3305     -0.1186157      0.4958376       3.935055    
   117.3355     -0.1194728      0.4979937       3.936723    
   117.3405     -0.1203472      0.5001339       3.938057    
   117.3455     -0.1212405      0.5022529       3.939710    
   117.3505     -0.1221513      0.5043539       3.941154    
   117.3555     -0.1230802      0.5064355       3.942681    
   117.3605     -0.1240269      0.5084965       3.944269    
   117.3655     -0.1249909      0.5105384       3.945741    
   117.3705     -0.1259722      0.5125610       3.947243    
   117.3755     -0.1269711      0.5145633       3.948809    
   117.3804     -0.1279871      0.5165468       3.950270    
   117.3854     -0.1290207      0.5185102       3.951807    
   117.3904     -0.1300716      0.5204544       3.953294    
   117.3954     -0.1311400      0.5223786       3.954819    
   117.4004     -0.1322260      0.5242824       3.956375    
   117.4054     -0.1333295      0.5261659       3.957915    
   117.4104     -0.1344502      0.5280291       3.959443    
   117.4154     -0.1355877      0.5298721       3.960958    
   117.4204     -0.1367420      0.5316944       3.962503    
   117.4254     -0.1379130      0.5334958       3.964032    
   117.4304     -0.1391006      0.5352765       3.965549    
   117.4354     -0.1403046      0.5370365       3.967060    
   117.4404     -0.1415252      0.5387749       3.968602    
   117.4454     -0.1427625      0.5404914       3.970165    
   117.4504     -0.1440155      0.5421872       3.971641    
   117.4554     -0.1452849      0.5438611       3.973190    
   117.4604     -0.1465704      0.5455130       3.974724    
   117.4654     -0.1478720      0.5471428       3.976247    
   117.4704     -0.1491894      0.5487508       3.977761    
   117.4754     -0.1505225      0.5503367       3.979273    
   117.4804     -0.1518715      0.5518999       3.980813    
   117.4854     -0.1532360      0.5534408       3.982311    
   117.4904     -0.1546163      0.5549582       3.983873    
   117.4954     -0.1560113      0.5564538       3.985323    
   117.5004     -0.1574222      0.5579249       3.986914    
   117.5054     -0.1588475      0.5593742       3.988352    
   117.5104     -0.1602884      0.5607983       3.989932    
   117.5154     -0.1617435      0.5621997       3.991394    
   117.5204     -0.1632133      0.5635770       3.992896    
   117.5254     -0.1646979      0.5649297       3.994429    
   117.5304     -0.1661966      0.5662582       3.995917    
   117.5354     -0.1677098      0.5675615       3.997438    
   117.5404     -0.1692372      0.5688398       3.998947    
   117.5454     -0.1707783      0.5700930       4.000449    
   117.5504     -0.1723334      0.5713201       4.001971    
   117.5554     -0.1739019      0.5725223       4.003444    
   117.5603     -0.1754838      0.5736985       4.004944    
   117.5653     -0.1770789      0.5748485       4.006433    
   117.5703     -0.1786870      0.5759725       4.007910    
   117.5753     -0.1803077      0.5770711       4.009352    
   117.5803     -0.1819416      0.5781423       4.010856    
   117.5853     -0.1835878      0.5791871       4.012313    
   117.5903     -0.1852464      0.5802050       4.013766    
   117.5953     -0.1869171      0.5811960       4.015214    
   117.6003     -0.1885997      0.5821598       4.016654    
   117.6053     -0.1902938      0.5830959       4.018086    
   117.6103     -0.1920000      0.5840037       4.019539    
   117.6153     -0.1937171      0.5848836       4.020947    
   117.6203     -0.1954452      0.5857355       4.022347    
   117.6253     -0.1971839      0.5865591       4.023738    
   117.6303     -0.1989331      0.5873539       4.025123    
   117.6353     -0.2006931      0.5881191       4.026523    
   117.6403     -0.2024631      0.5888556       4.027880    
   117.6453     -0.2042430      0.5895630       4.029230    
   117.6503     -0.2060325      0.5902409       4.030570    
   117.6553     -0.2078313      0.5908893       4.031900    
   117.6603     -0.2096389      0.5915084       4.033195    
   117.6653     -0.2114558      0.5920972       4.034510    
   117.6703     -0.2132816      0.5926554       4.035814    
   117.6753     -0.2151158      0.5931827       4.037106    
   117.6803     -0.2169577      0.5936799       4.038356    
   117.6853     -0.2188072      0.5941468       4.039600    
   117.6903     -0.2206641      0.5945827       4.040833    
   117.6953     -0.2225281      0.5949873       4.042055    
   117.7003     -0.2243995      0.5953597       4.043288    
   117.7053     -0.2262773      0.5957007       4.044478    
   117.7103     -0.2281612      0.5960100       4.045658    
   117.7153     -0.2300500      0.5962890       4.046775    
   117.7203     -0.2319448      0.5965353       4.047940    
   117.7253     -0.2338452      0.5967488       4.049085    
   117.7303     -0.2357499      0.5969310       4.050168    
   117.7353     -0.2376596      0.5970795       4.051293    
   117.7402     -0.2395732      0.5971963       4.052353    
   117.7452     -0.2414903      0.5972809       4.053406    
   117.7502     -0.2434106      0.5973325       4.054447    
   117.7552     -0.2453340      0.5973508       4.055477    
   117.7602     -0.2472599      0.5973361       4.056468    
   117.7652     -0.2491883      0.5972873       4.057472    
   117.7702     -0.2511184      0.5972048       4.058436    
   117.7752     -0.2530499      0.5970884       4.059388    
   117.7802     -0.2549817      0.5969384       4.060303    
   117.7852     -0.2569139      0.5967543       4.061202    
   117.7902     -0.2588463      0.5965356       4.062088    
   117.7952     -0.2607782      0.5962819       4.062957    
   117.8002     -0.2627086      0.5959947       4.063771    
   117.8052     -0.2646378      0.5956720       4.064593    
   117.8102     -0.2665657      0.5953135       4.065402    
   117.8152     -0.2684904      0.5949206       4.066153    
   117.8202     -0.2704127      0.5944918       4.066914    
   117.8252     -0.2723321      0.5940261       4.067656    
   117.8302     -0.2742477      0.5935248       4.068361    
   117.8352     -0.2761589      0.5929870       4.069052    
   117.8402     -0.2780654      0.5924124       4.069722    
   117.8452     -0.2799654      0.5918027       4.070340    
   117.8502     -0.2818591      0.5911568       4.070941    
   117.8552     -0.2837463      0.5904739       4.071526    
   117.8602     -0.2856267      0.5897533       4.072092    
   117.8652     -0.2875001      0.5889947       4.072640    
   117.8702     -0.2893651      0.5881988       4.073159    
   117.8752     -0.2912209      0.5873662       4.073647    
   117.8802     -0.2930679      0.5864947       4.074134    
   117.8852     -0.2949043      0.5855867       4.074574    
   117.8902     -0.2967304      0.5846397       4.075005    
   117.8952     -0.2985452      0.5836548       4.075399    
   117.9002     -0.3003483      0.5826312       4.075775    
   117.9052     -0.3021387      0.5815696       4.076117    
   117.9102     -0.3039160      0.5804694       4.076438    
   117.9152     -0.3056791      0.5793312       4.076727    
   117.9202     -0.3074279      0.5781544       4.076993    
   117.9251     -0.3091620      0.5769379       4.077236    
   117.9301     -0.3108803      0.5756829       4.077450    
   117.9351     -0.3125823      0.5743888       4.077641    
   117.9401     -0.3142679      0.5730548       4.077808    
   117.9451     -0.3159357      0.5716820       4.077948    
   117.9501     -0.3175853      0.5702698       4.078062    
   117.9551     -0.3192164      0.5688175       4.078151    
   117.9601     -0.3208275      0.5673265       4.078210    
   117.9651     -0.3224190      0.5657944       4.078243    
   117.9701     -0.3239897      0.5642229       4.078250    
   117.9751     -0.3255387      0.5626115       4.078228    
   117.9801     -0.3270649      0.5609617       4.078179    
   117.9851     -0.3285680      0.5592726       4.078100    
   117.9901     -0.3300475      0.5575438       4.077989    
   117.9951     -0.3315020      0.5557766       4.077849    
   118.0001     -0.3329313      0.5539702       4.077677    
   118.0051     -0.3343353      0.5521241       4.077471    
   118.0101     -0.3357123      0.5502399       4.077245    
   118.0151     -0.3370631      0.5483148       4.076979    
   118.0201     -0.3383880      0.5463468       4.076680    
   118.0251     -0.3396847      0.5443411       4.076390    
   118.0301     -0.3409549      0.5422914       4.076043    
   118.0351     -0.3421938      0.5402092       4.075745    
   118.0401     -0.3434022      0.5380882       4.075374    
   118.0451     -0.3445816      0.5359244       4.074938    
   118.0501     -0.3457305      0.5337194       4.074486    
   118.0551     -0.3468454      0.5314821       4.074076    
   118.0601     -0.3479293      0.5292010       4.073526    
   118.0651     -0.3489794      0.5268840       4.073020    
   118.0701     -0.3499946      0.5245327       4.072496    
   118.0751     -0.3509757      0.5221422       4.071887    
   118.0801     -0.3519234      0.5197093       4.071212    
   118.0851     -0.3528348      0.5172442       4.070630    
   118.0901     -0.3537111      0.5147401       4.069935    
   118.0951     -0.3545505      0.5122019       4.069276    
   118.1001     -0.3553534      0.5096273       4.068560    
   118.1050     -0.3561186      0.5070190       4.067844    
   118.1100     -0.3568475      0.5043709       4.067017    
   118.1150     -0.3575379      0.5016910       4.066274    
   118.1200     -0.3581891      0.4989787       4.065492    
   118.1250     -0.3588021      0.4962298       4.064611    
   118.1300     -0.3593763      0.4934458       4.063722    
   118.1350     -0.3599104      0.4906314       4.062886    
   118.1400     -0.3604044      0.4877845       4.061975    
   118.1450     -0.3608580      0.4849052       4.061037    
   118.1500     -0.3612714      0.4819923       4.060040    
   118.1550     -0.3616434      0.4790503       4.059102    
   118.1600     -0.3619753      0.4760723       4.057986    
   118.1650     -0.3622652      0.4730688       4.057066    
   118.1700     -0.3625132      0.4700358       4.056016    
   118.1750     -0.3627196      0.4669715       4.054901    
   118.1800     -0.3628847      0.4638754       4.053741    
   118.1850     -0.3630075      0.4607540       4.052705    
   118.1900     -0.3630884      0.4576037       4.051546    
   118.1950     -0.3631269      0.4544269       4.050412    
   118.2000     -0.3631232      0.4512223       4.049211    
   118.2050     -0.3630775      0.4479907       4.047998    
   118.2100     -0.3629898      0.4447328       4.046779    
   118.2150     -0.3628596      0.4414510       4.045587    
   118.2200     -0.3626871      0.4381455       4.044364    
   118.2250     -0.3624725      0.4348134       4.043021    
   118.2300     -0.3622163      0.4314561       4.041694    
   118.2350     -0.3619182      0.4280776       4.040463    
   118.2400     -0.3615781      0.4246793       4.039240    
   118.2450     -0.3611961      0.4212555       4.037784    
   118.2500     -0.3607728      0.4178092       4.036404    
   118.2550     -0.3603085      0.4143453       4.035169    
   118.2600     -0.3598028      0.4108597       4.033740    
   118.2650     -0.3592561      0.4073547       4.032361    
   118.2700     -0.3586689      0.4038306       4.030970    
   118.2750     -0.3580413      0.4002871       4.029515    
   118.2800     -0.3573740      0.3967259       4.028118    
   118.2850     -0.3566669      0.3931479       4.026705    
   118.2899     -0.3559204      0.3895522       4.025226    
   118.2949     -0.3551351      0.3859398       4.023753    
   118.2999     -0.3543115      0.3823135       4.022379    
   118.3049     -0.3534493      0.3786714       4.020865    
   118.3099     -0.3525493      0.3750143       4.019352    
   118.3149     -0.3516121      0.3713436       4.017892    
   118.3199     -0.3506379      0.3676579       4.016315    
   118.3249     -0.3496280      0.3639619       4.014956    
   118.3299     -0.3485815      0.3602519       4.013332    
   118.3349     -0.3474997      0.3565296       4.011783    
   118.3399     -0.3463832      0.3527954       4.010239    
   118.3449     -0.3452329      0.3490508       4.008746    
   118.3499     -0.3440486      0.3452955       4.007180    
   118.3549     -0.3428314      0.3415306       4.005665    
   118.3599     -0.3415810      0.3377550       4.004025    
   118.3649     -0.3402989      0.3339700       4.002457    
   118.3699     -0.3389858      0.3301768       4.000940    
   118.3749     -0.3376417      0.3263751       3.999348    
   118.3799     -0.3362670      0.3225647       3.997701    
   118.3849     -0.3348633      0.3187473       3.996176    
   118.3899     -0.3334306      0.3149225       3.994577    
   118.3949     -0.3319691      0.3110903       3.992921    
   118.3999     -0.3304802      0.3072516       3.991335    
   118.4049     -0.3289648      0.3034071       3.989798    
   118.4099     -0.3274230      0.2995571       3.988183    
   118.4149     -0.3258545      0.2957006       3.986457    
   118.4199     -0.3242615      0.2918388       3.984875    
   118.4249     -0.3226455      0.2879731       3.983399    
   118.4299     -0.3210045      0.2841024       3.981663    
   118.4349     -0.3193405      0.2802271       3.980017    
   118.4399     -0.3176551      0.2763481       3.978495    
   118.4449     -0.3159479      0.2724653       3.976845    
   118.4499     -0.3142195      0.2685789       3.975207    
   118.4549     -0.3124719      0.2646897       3.973690    
   118.4599     -0.3107036      0.2607975       3.971991    
   118.4649     -0.3089170      0.2569027       3.970428    
   118.4698     -0.3071124      0.2530055       3.968863    
   118.4748     -0.3052899      0.2491064       3.967241    
   118.4798     -0.3034508      0.2452056       3.965682    
   118.4848     -0.3015945      0.2413029       3.964016    
   118.4898     -0.2997233      0.2373988       3.962487    
   118.4948     -0.2978377      0.2334935       3.960956    
   118.4998     -0.2959374      0.2295875       3.959370    
   118.5048     -0.2940226      0.2256807       3.957745    
   118.5098     -0.2920962      0.2217731       3.956305    
   118.5148     -0.2901565      0.2178654       3.954695    
   118.5198     -0.2882055      0.2139575       3.953212    
   118.5248     -0.2862432      0.2100499       3.951677    
   118.5298     -0.2842701      0.2061424       3.950154    
   118.5348     -0.2822869      0.2022352       3.948644    
   118.5398     -0.2802944      0.1983286       3.947149    
   118.5448     -0.2782936      0.1944226       3.945714    
   118.5498     -0.2762836      0.1905179       3.944181    
   118.5548     -0.2742667      0.1866139       3.942771    
   118.5598     -0.2722425      0.1827112       3.941311    
   118.5648     -0.2702115      0.1788100       3.939864    
   118.5698     -0.2681741      0.1749103       3.938429    
   118.5748     -0.2661313      0.1710121       3.937008    
   118.5798     -0.2640833      0.1671157       3.935601    
   118.5848     -0.2620310      0.1632212       3.934210    
   118.5898     -0.2599746      0.1593285       3.932832    
   118.5948     -0.2579155      0.1554377       3.931514    
   118.5998     -0.2558523      0.1515497       3.930107    
   118.6048     -0.2537865      0.1476640       3.928769    
   118.6098     -0.2517181      0.1437808       3.927402    
   118.6148     -0.2496492      0.1398995       3.926149    
   118.6198     -0.2475791      0.1360209       3.924859    
   118.6248     -0.2455076      0.1321455       3.923538    
   118.6298     -0.2434359      0.1282727       3.922282    
   118.6348     -0.2413653      0.1244025       3.921084    
   118.6398     -0.2392943      0.1205361       3.919804    
   118.6448     -0.2372235      0.1166734       3.918547    
   118.6497     -0.2351548      0.1128130       3.917393    
   118.6547     -0.2330872      0.1089564       3.916168    
   118.6597     -0.2310221      0.1051031       3.915005    
   118.6647     -0.2289596      0.1012532       3.913858    
   118.6697     -0.2268993      9.7407393E-02   3.912689    
   118.6747     -0.2248426      9.3565091E-02   3.911579    
   118.6797     -0.2227897      8.9726336E-02   3.910487    
   118.6847     -0.2207400      8.5891835E-02   3.909373    
   118.6897     -0.2186956      8.2060635E-02   3.908353    
   118.6947     -0.2166544      7.8234740E-02   3.907235    
   118.6997     -0.2146190      7.4411876E-02   3.906249    
   118.7047     -0.2125884      7.0593789E-02   3.905203    
   118.7097     -0.2105625      6.6780135E-02   3.904179    
   118.7147     -0.2085430      6.2970288E-02   3.903212    
   118.7197     -0.2065300      5.9164319E-02   3.902264    
   118.7247     -0.2045229      5.5363171E-02   3.901299    
   118.7297     -0.2025229      5.1566221E-02   3.900388    
   118.7347     -0.2005292      4.7774240E-02   3.899461    
   118.7397     -0.1985424      4.3986883E-02   3.898556    
   118.7447     -0.1965630      4.0204138E-02   3.897673    
   118.7497     -0.1945925      3.6424555E-02   3.896869    
   118.7547     -0.1926291      3.2650854E-02   3.895995    
   118.7597     -0.1906744      2.8881289E-02   3.895200    
   118.7647     -0.1887273      2.5117315E-02   3.894367    
   118.7697     -0.1867902      2.1356560E-02   3.893637    
   118.7747     -0.1848610      1.7601781E-02   3.892844    
   118.7797     -0.1829417      1.3851254E-02   3.892122    
   118.7847     -0.1810315      1.0105741E-02   3.891392    
   118.7897     -0.1791307      6.3654389E-03   3.890680    
   118.7947     -0.1772397      2.6301723E-03   3.889987    
   118.7997     -0.1753586     -1.1004168E-03   3.889314    
   118.8047     -0.1734885     -4.8265820E-03   3.888685    
   118.8097     -0.1716281     -8.5467668E-03   3.888031    
   118.8147     -0.1697785     -1.2262085E-02   3.887419    
   118.8197     -0.1679405     -1.5973192E-02   3.886847    
   118.8247     -0.1661129     -1.9678313E-02   3.886254    
   118.8297     -0.1642972     -2.3379054E-02   3.885720    
   118.8346     -0.1624924     -2.7073640E-02   3.885166    
   118.8396     -0.1606993     -3.0763213E-02   3.884649    
   118.8446     -0.1589186     -3.4448415E-02   3.884167    
   118.8496     -0.1571492     -3.8127251E-02   3.883671    
   118.8546     -0.1553922     -4.1800939E-02   3.883211    
   118.8596     -0.1536474     -4.5469258E-02   3.882769    
   118.8646     -0.1519153     -4.9132317E-02   3.882346    
   118.8696     -0.1501959     -5.2790005E-02   3.881943    
   118.8746     -0.1484894     -5.6442097E-02   3.881560    
