           1   4.000000       2.500000             102          62
 
 Time  U   V  P
   104.4026     -0.3075264      0.5782924       3.682580    
   104.4076     -0.3092591      0.5770742       3.682851    
   104.4126     -0.3109756      0.5758175       3.683086    
   104.4176     -0.3126757      0.5745213       3.683294    
   104.4226     -0.3143586      0.5731853       3.683471    
   104.4276     -0.3160239      0.5718091       3.683619    
   104.4326     -0.3176710      0.5703925       3.683738    
   104.4376     -0.3192983      0.5689374       3.683821    
   104.4426     -0.3209055      0.5674429       3.683873    
   104.4476     -0.3224921      0.5659086       3.683893    
   104.4526     -0.3240576      0.5643343       3.683880    
   104.4576     -0.3256007      0.5627216       3.683836    
   104.4625     -0.3271207      0.5610696       3.683759    
   104.4675     -0.3286177      0.5593778       3.683647    
   104.4725     -0.3300911      0.5576460       3.683505    
   104.4775     -0.3315403      0.5558740       3.683333    
   104.4825     -0.3329639      0.5540637       3.683141    
   104.4875     -0.3343617      0.5522144       3.682916    
   104.4925     -0.3357331      0.5503256       3.682659    
   104.4975     -0.3370778      0.5483971       3.682370    
   104.5025     -0.3383951      0.5464287       3.682052    
   104.5075     -0.3396853      0.5444188       3.681694    
   104.5125     -0.3409466      0.5423698       3.681328    
   104.5175     -0.3421786      0.5402820       3.680935    
   104.5225     -0.3433805      0.5381556       3.680513    
   104.5275     -0.3445508      0.5359923       3.680077    
   104.5325     -0.3456898      0.5337896       3.679582    
   104.5375     -0.3467983      0.5315439       3.679019    
   104.5425     -0.3478732      0.5292632       3.678505    
   104.5475     -0.3489155      0.5269428       3.677909    
   104.5525     -0.3499230      0.5245879       3.677336    
   104.5575     -0.3508975      0.5221915       3.676657    
   104.5625     -0.3518369      0.5197595       3.676018    
   104.5675     -0.3527407      0.5172917       3.675349    
   104.5725     -0.3536096      0.5147846       3.674599    
   104.5775     -0.3544418      0.5122433       3.673894    
   104.5825     -0.3552373      0.5096658       3.673131    
   104.5875     -0.3559957      0.5070529       3.672344    
   104.5925     -0.3567167      0.5044048       3.671536    
   104.5975     -0.3573996      0.5017223       3.670706    
   104.6025     -0.3580441      0.4990059       3.669853    
   104.6075     -0.3586503      0.4962540       3.668946    
   104.6125     -0.3592171      0.4934695       3.668061    
   104.6175     -0.3597443      0.4906529       3.667152    
   104.6225     -0.3602321      0.4878025       3.666182    
   104.6275     -0.3606799      0.4849192       3.665204    
   104.6325     -0.3610866      0.4820074       3.664279    
   104.6375     -0.3614526      0.4790630       3.663239    
   104.6424     -0.3617779      0.4760871       3.662186    
   104.6474     -0.3620614      0.4730836       3.661191    
   104.6524     -0.3623040      0.4700472       3.660042    
   104.6574     -0.3625047      0.4669844       3.659011    
   104.6624     -0.3626639      0.4638914       3.657861    
   104.6674     -0.3627813      0.4607708       3.656741    
   104.6724     -0.3628577      0.4576180       3.655483    
   104.6774     -0.3628923      0.4544413       3.654413    
   104.6824     -0.3628848      0.4512387       3.653259    
   104.6874     -0.3628356      0.4480074       3.651995    
   104.6924     -0.3627449      0.4447501       3.650781    
   104.6974     -0.3626120      0.4414690       3.649598    
   104.7024     -0.3624376      0.4381615       3.648299    
   104.7074     -0.3622212      0.4348300       3.647045    
   104.7124     -0.3619629      0.4314764       3.645817    
   104.7174     -0.3616629      0.4280982       3.644469    
   104.7224     -0.3613214      0.4246964       3.643124    
   104.7274     -0.3609383      0.4212758       3.641914    
   104.7324     -0.3605138      0.4178310       3.640468    
   104.7374     -0.3600484      0.4143660       3.639137    
   104.7424     -0.3595423      0.4108798       3.637746    
   104.7474     -0.3589957      0.4073747       3.636403    
   104.7524     -0.3584089      0.4038498       3.634994    
   104.7574     -0.3577822      0.4003071       3.633630    
   104.7624     -0.3571157      0.3967460       3.632198    
   104.7674     -0.3564097      0.3931682       3.630808    
   104.7724     -0.3556646      0.3895729       3.629347    
   104.7774     -0.3548808      0.3859600       3.627837    
   104.7824     -0.3540592      0.3823334       3.626487    
   104.7874     -0.3531993      0.3786912       3.624995    
   104.7924     -0.3523018      0.3750329       3.623449    
   104.7974     -0.3513677      0.3713615       3.622018    
   104.8024     -0.3503968      0.3676763       3.620513    
   104.8074     -0.3493898      0.3639779       3.619001    
   104.8124     -0.3483474      0.3602678       3.617530    
   104.8174     -0.3472695      0.3565453       3.615982    
   104.8223     -0.3461566      0.3528102       3.614379    
   104.8273     -0.3450102      0.3490647       3.612893    
   104.8323     -0.3438303      0.3453086       3.611332    
   104.8373     -0.3426172      0.3415421       3.609765    
   104.8423     -0.3413717      0.3377658       3.608193    
   104.8473     -0.3400946      0.3339801       3.606617    
   104.8523     -0.3387862      0.3301855       3.605037    
   104.8573     -0.3374473      0.3263823       3.603451    
   104.8623     -0.3360783      0.3225711       3.601860    
   104.8673     -0.3346800      0.3187521       3.600263    
   104.8723     -0.3332528      0.3149260       3.598660    
   104.8773     -0.3317975      0.3110929       3.597052    
   104.8823     -0.3303145      0.3072533       3.595438    
   104.8873     -0.3288045      0.3034068       3.593768    
   104.8923     -0.3272687      0.2995550       3.592220    
   104.8973     -0.3257074      0.2956979       3.590596    
   104.9023     -0.3241209      0.2918356       3.588964    
   104.9073     -0.3225096      0.2879679       3.587277    
   104.9123     -0.3208751      0.2840956       3.585662    
   104.9173     -0.3192179      0.2802191       3.584048    
   104.9223     -0.3175386      0.2763387       3.582432    
   104.9273     -0.3158378      0.2724548       3.580812    
   104.9323     -0.3141155      0.2685673       3.579138    
   104.9373     -0.3123738      0.2646769       3.577589    
   104.9423     -0.3106119      0.2607836       3.575913    
   104.9473     -0.3088307      0.2568875       3.574256    
   104.9523     -0.3070326      0.2529895       3.572778    
   104.9573     -0.3052151      0.2490893       3.570999    
   104.9623     -0.3033822      0.2451873       3.569538    
   104.9673     -0.3015323      0.2412840       3.567889    
   104.9723     -0.2996657      0.2373791       3.566206    
   104.9773     -0.2977859      0.2334730       3.564771    
   104.9823     -0.2958906      0.2295664       3.563099    
   104.9873     -0.2939819      0.2256589       3.561567    
   104.9923     -0.2920597      0.2217510       3.559989    
   104.9973     -0.2901260      0.2178429       3.558532    
   105.0023     -0.2881796      0.2139352       3.556960    
   105.0072     -0.2862215      0.2100278       3.555406    
   105.0122     -0.2842524      0.2061206       3.553873    
   105.0172     -0.2822737      0.2022137       3.552412    
   105.0222     -0.2802851      0.1983075       3.550909    
   105.0272     -0.2782881      0.1944021       3.549475    
   105.0322     -0.2762822      0.1904980       3.547997    
   105.0372     -0.2742682      0.1865951       3.546536    
   105.0422     -0.2722473      0.1826934       3.545143    
   105.0472     -0.2702186      0.1787936       3.543660    
   105.0522     -0.2681844      0.1748949       3.542302    
   105.0572     -0.2661449      0.1709979       3.540950    
   105.0622     -0.2640990      0.1671033       3.539510    
   105.0672     -0.2620483      0.1632107       3.538144    
   105.0722     -0.2599934      0.1593199       3.536800    
   105.0772     -0.2579356      0.1554308       3.535518    
   105.0822     -0.2558743      0.1515444       3.534196    
   105.0872     -0.2538094      0.1476609       3.532846    
   105.0922     -0.2517428      0.1437793       3.531610    
   105.0972     -0.2496735      0.1399008       3.530296    
   105.1022     -0.2476037      0.1360244       3.529091    
   105.1072     -0.2455320      0.1321515       3.527810    
   105.1122     -0.2434599      0.1282813       3.526596    
   105.1172     -0.2413878      0.1244139       3.525399    
   105.1222     -0.2393160      0.1205494       3.524218    
   105.1272     -0.2372450      0.1166881       3.523052    
   105.1322     -0.2351744      0.1128307       3.521862    
   105.1372     -0.2331055      0.1089763       3.520735    
   105.1422     -0.2310385      0.1051251       3.519623    
   105.1472     -0.2289733      0.1012778       3.518491    
   105.1522     -0.2269118      9.7433254E-02   3.517453    
   105.1572     -0.2248525      9.3593128E-02   3.516350    
   105.1622     -0.2227953      8.9757547E-02   3.515233    
   105.1672     -0.2207431      8.5924476E-02   3.514251    
   105.1722     -0.2186952      8.2095079E-02   3.513245    
   105.1772     -0.2166511      7.8270197E-02   3.512218    
   105.1822     -0.2146113      7.4449629E-02   3.511210    
   105.1871     -0.2125767      7.0632659E-02   3.510255    
   105.1921     -0.2105478      6.6819571E-02   3.509314    
   105.1971     -0.2085240      6.3011244E-02   3.508353    
   105.2021     -0.2065057      5.9207376E-02   3.507410    
   105.2071     -0.2044941      5.5407356E-02   3.506516    
   105.2121     -0.2024885      5.1611848E-02   3.505607    
   105.2171     -0.2004903      4.7820237E-02   3.504746    
   105.2221     -0.1984986      4.4033371E-02   3.503870    
   105.2271     -0.1965141      4.0251128E-02   3.503011    
   105.2321     -0.1945376      3.6472816E-02   3.502199    
   105.2371     -0.1925687      3.2699391E-02   3.501372    
   105.2421     -0.1906077      2.8930675E-02   3.500562    
   105.2471     -0.1886556      2.5165930E-02   3.499797    
   105.2521     -0.1867119      2.1406114E-02   3.499017    
   105.2571     -0.1847774      1.7650533E-02   3.498279    
   105.2621     -0.1828510      1.3900862E-02   3.497502    
   105.2671     -0.1809344      1.0155114E-02   3.496794    
   105.2721     -0.1790272      6.4142374E-03   3.496075    
   105.2771     -0.1771304      2.6775571E-03   3.495397    
   105.2821     -0.1752427     -1.0532257E-03   3.494687    
   105.2871     -0.1733659     -4.7799456E-03   3.494040    
   105.2921     -0.1714993     -8.5015111E-03   3.493387    
   105.2971     -0.1696434     -1.2218112E-02   3.492750    
   105.3021     -0.1677990     -1.5930265E-02   3.492151    
   105.3071     -0.1659656     -1.9637033E-02   3.491547    
   105.3121     -0.1641432     -2.3338418E-02   3.490956    
   105.3171     -0.1623328     -2.7035143E-02   3.490401    
   105.3221     -0.1605330     -3.0725572E-02   3.489822    
   105.3271     -0.1587457     -3.4411617E-02   3.489296    
   105.3321     -0.1569704     -3.8092140E-02   3.488770    
   105.3371     -0.1552071     -4.1767266E-02   3.488261    
   105.3421     -0.1534570     -4.5437723E-02   3.487788    
   105.3471     -0.1517188     -4.9101695E-02   3.487301    
   105.3521     -0.1499946     -5.2761793E-02   3.486879    
   105.3571     -0.1482819     -5.6414243E-02   3.486414    
   105.3621     -0.1465829     -6.0062069E-02   3.486011    
   105.3671     -0.1448979     -6.3705102E-02   3.485626    
   105.3720     -0.1432256     -6.7341320E-02   3.485233    
   105.3770     -0.1415676     -7.0972532E-02   3.484885    
   105.3820     -0.1399233     -7.4597776E-02   3.484544    
   105.3870     -0.1382922     -7.8216225E-02   3.484209    
   105.3920     -0.1366765     -8.1830546E-02   3.483926    
   105.3970     -0.1350736     -8.5437052E-02   3.483623    
   105.4020     -0.1334858     -8.9038536E-02   3.483366    
   105.4070     -0.1319127     -9.2634037E-02   3.483123    
   105.4120     -0.1303545     -9.6223421E-02   3.482901    
   105.4170     -0.1288111     -9.9806584E-02   3.482702    
   105.4220     -0.1272827     -0.1033835       3.482522    
   105.4270     -0.1257695     -0.1069541       3.482365    
   105.4320     -0.1242716     -0.1105183       3.482227    
   105.4370     -0.1227892     -0.1140760       3.482110    
   105.4420     -0.1213223     -0.1176272       3.482014    
   105.4470     -0.1198710     -0.1211719       3.481939    
   105.4520     -0.1184349     -0.1247091       3.481883    
   105.4570     -0.1170155     -0.1282408       3.481849    
   105.4620     -0.1156117     -0.1317650       3.481838    
   105.4670     -0.1142247     -0.1352832       3.481850    
   105.4720     -0.1128536     -0.1387939       3.481888    
   105.4770     -0.1114990     -0.1422975       3.481944    
   105.4820     -0.1101609     -0.1457943       3.482023    
   105.4870     -0.1088390     -0.1492834       3.482125    
   105.4920     -0.1075340     -0.1527656       3.482243    
   105.4970     -0.1062465     -0.1562416       3.482379    
   105.5020     -0.1049755     -0.1597096       3.482553    
   105.5070     -0.1037211     -0.1631694       3.482746    
   105.5120     -0.1024845     -0.1666229       3.482945    
   105.5170     -0.1012646     -0.1700681       3.483184    
   105.5220     -0.1000621     -0.1735060       3.483432    
   105.5270     -9.8877005E-02 -0.1769364       3.483702    
   105.5320     -9.7708978E-02 -0.1803585       3.484004    
   105.5370     -9.6558616E-02 -0.1837731       3.484314    
   105.5420     -9.5426016E-02 -0.1871801       3.484646    
   105.5470     -9.4310626E-02 -0.1905786       3.485010    
   105.5519     -9.3213283E-02 -0.1939695       3.485382    
   105.5569     -9.2133902E-02 -0.1973527       3.485776    
   105.5619     -9.1072574E-02 -0.2007280       3.486193    
   105.5669     -9.0028852E-02 -0.2040945       3.486646    
   105.5719     -8.9003235E-02 -0.2074531       3.487100    
   105.5769     -8.7995879E-02 -0.2108036       3.487573    
   105.5819     -8.7006092E-02 -0.2141452       3.488081    
   105.5869     -8.6035080E-02 -0.2174795       3.488572    
   105.5919     -8.5081846E-02 -0.2208048       3.489121    
   105.5969     -8.4147044E-02 -0.2241217       3.489668    
   105.6019     -8.3230108E-02 -0.2274296       3.490250    
   105.6069     -8.2331605E-02 -0.2307293       3.490827    
   105.6119     -8.1451610E-02 -0.2340208       3.491421    
   105.6169     -8.0590241E-02 -0.2373039       3.492037    
   105.6219     -7.9747565E-02 -0.2405786       3.492673    
   105.6269     -7.8923218E-02 -0.2438438       3.493350    
   105.6319     -7.8117579E-02 -0.2471004       3.494018    
   105.6369     -7.7330582E-02 -0.2503484       3.494701    
   105.6419     -7.6562338E-02 -0.2535878       3.495401    
   105.6469     -7.5812824E-02 -0.2568184       3.496119    
   105.6519     -7.5082123E-02 -0.2600400       3.496852    
   105.6569     -7.4370280E-02 -0.2632527       3.497604    
   105.6619     -7.3676839E-02 -0.2664555       3.498394    
   105.6669     -7.3002562E-02 -0.2696502       3.499141    
   105.6719     -7.2347134E-02 -0.2728357       3.499934    
   105.6769     -7.1710624E-02 -0.2760120       3.500742    
   105.6819     -7.1093105E-02 -0.2791790       3.501566    
   105.6869     -7.0494555E-02 -0.2823365       3.502403    
   105.6919     -6.9915339E-02 -0.2854855       3.503227    
   105.6969     -6.9355048E-02 -0.2886249       3.504099    
   105.7019     -6.8813704E-02 -0.2917545       3.504984    
   105.7069     -6.8291388E-02 -0.2948743       3.505880    
   105.7119     -6.7787968E-02 -0.2979844       3.506785    
   105.7169     -6.7304291E-02 -0.3010862       3.507641    
   105.7219     -6.6839337E-02 -0.3041773       3.508615    
   105.7269     -6.6393822E-02 -0.3072591       3.509531    
   105.7318     -6.5967448E-02 -0.3103307       3.510497    
   105.7368     -6.5560549E-02 -0.3133930       3.511442    
   105.7418     -6.5172695E-02 -0.3164448       3.512436    
   105.7468     -6.4804323E-02 -0.3194871       3.513406    
   105.7518     -6.4455010E-02 -0.3225189       3.514426    
   105.7568     -6.4125270E-02 -0.3255410       3.515422    
   105.7618     -6.3814610E-02 -0.3285524       3.516466    
   105.7668     -6.3523762E-02 -0.3315544       3.517452    
   105.7718     -6.3252151E-02 -0.3345457       3.518532    
   105.7768     -6.3000061E-02 -0.3375267       3.519586    
   105.7818     -6.2767565E-02 -0.3404972       3.520654    
   105.7868     -6.2554151E-02 -0.3434563       3.521773    
   105.7918     -6.2360186E-02 -0.3464047       3.522858    
   105.7968     -6.2185697E-02 -0.3493425       3.523955    
   105.8018     -6.2030621E-02 -0.3522696       3.525064    
   105.8068     -6.1894782E-02 -0.3551851       3.526224    
   105.8118     -6.1778549E-02 -0.3580897       3.527351    
   105.8168     -6.1682034E-02 -0.3609841       3.528455    
   105.8218     -6.1605211E-02 -0.3638673       3.529623    
   105.8268     -6.1547920E-02 -0.3667384       3.530848    
   105.8318     -6.1510503E-02 -0.3695987       3.531998    
   105.8368     -6.1492398E-02 -0.3724466       3.533249    
   105.8418     -6.1494049E-02 -0.3752835       3.534420    
   105.8468     -6.1515082E-02 -0.3781077       3.535689    
   105.8518     -6.1555598E-02 -0.3809208       3.536877    
   105.8568     -6.1615732E-02 -0.3837217       3.538126    
   105.8618     -6.1695177E-02 -0.3865097       3.539426    
   105.8668     -6.1794546E-02 -0.3892870       3.540602    
   105.8718     -6.1913557E-02 -0.3920510       3.541937    
   105.8768     -6.2052097E-02 -0.3948025       3.543229    
   105.8818     -6.2210288E-02 -0.3975419       3.544488    
   105.8868     -6.2388089E-02 -0.4002686       3.545811    
   105.8918     -6.2585436E-02 -0.4029821       3.547144    
   105.8968     -6.2802382E-02 -0.4056826       3.548484    
   105.9018     -6.3039072E-02 -0.4083706       3.549786    
   105.9068     -6.3295208E-02 -0.4110442       3.551194    
   105.9118     -6.3570961E-02 -0.4137053       3.552510    
   105.9167     -6.3866258E-02 -0.4163528       3.553887    
   105.9217     -6.4180978E-02 -0.4189865       3.555270    
   105.9267     -6.4515434E-02 -0.4216073       3.556616    
   105.9317     -6.4869538E-02 -0.4242140       3.558027    
   105.9367     -6.5243244E-02 -0.4268067       3.559446    
   105.9417     -6.5636545E-02 -0.4293858       3.560824    
   105.9467     -6.6049464E-02 -0.4319504       3.562267    
   105.9517     -6.6481933E-02 -0.4345004       3.563714    
   105.9567     -6.6933781E-02 -0.4370365       3.565115    
   105.9617     -6.7405120E-02 -0.4395579       3.566580    
   105.9667     -6.7895904E-02 -0.4420640       3.568046    
   105.9717     -6.8406083E-02 -0.4445537       3.569609    
   105.9767     -6.8935394E-02 -0.4470292       3.571002    
   105.9817     -6.9483832E-02 -0.4494889       3.572500    
   105.9867     -7.0051342E-02 -0.4519339       3.573942    
   105.9917     -7.0638247E-02 -0.4543625       3.575485    
   105.9967     -7.1244493E-02 -0.4567764       3.576921    
   106.0017     -7.1870178E-02 -0.4591733       3.578509    
   106.0067     -7.2515026E-02 -0.4615556       3.579934    
   106.0117     -7.3179297E-02 -0.4639210       3.581514    
   106.0167     -7.3862806E-02 -0.4662710       3.582982    
   106.0217     -7.4565865E-02 -0.4686029       3.584642    
   106.0267     -7.5287841E-02 -0.4709204       3.586031    
   106.0317     -7.6029427E-02 -0.4732178       3.587804    
   106.0367     -7.6789029E-02 -0.4755031       3.589014    
   106.0417     -7.7568993E-02 -0.4777656       3.590999    
   106.0467     -7.8366078E-02 -0.4800195       3.591944    
   106.0517     -7.9184674E-02 -0.4822464       3.594243    
   106.0567     -8.0019541E-02 -0.4844663       3.595020    
   106.0617     -8.0875970E-02 -0.4866595       3.597283    
   106.0667     -8.1748955E-02 -0.4888435       3.598224    
   106.0717     -8.2642823E-02 -0.4910026       3.600335    
   106.0767     -8.3553761E-02 -0.4931494       3.601473    
   106.0817     -8.4484063E-02 -0.4952768       3.603181    
   106.0867     -8.5433282E-02 -0.4973861       3.604764    
   106.0917     -8.6401291E-02 -0.4994767       3.606367    
   106.0966     -8.7387927E-02 -0.5015486       3.607939    
   106.1016     -8.8393055E-02 -0.5036024       3.609488    
   106.1066     -8.9416690E-02 -0.5056372       3.611094    
   106.1116     -9.0458542E-02 -0.5076537       3.612628    
   106.1166     -9.1518722E-02 -0.5096517       3.614186    
   106.1216     -9.2597254E-02 -0.5116311       3.615728    
   106.1266     -9.3694471E-02 -0.5135913       3.617331    
   106.1316     -9.4809547E-02 -0.5155339       3.618805    
   106.1366     -9.5943354E-02 -0.5174566       3.620431    
   106.1416     -9.7095408E-02 -0.5193599       3.621995    
   106.1466     -9.8265402E-02 -0.5212446       3.623513    
   106.1516     -9.9453837E-02 -0.5231085       3.625166    
   106.1566     -0.1006597     -0.5249537       3.626645    
   106.1616     -0.1018836     -0.5267782       3.628266    
   106.1666     -0.1031250     -0.5285830       3.629792    
   106.1716     -0.1043842     -0.5303673       3.631380    
   106.1766     -0.1056606     -0.5321322       3.632885    
   106.1816     -0.1069549     -0.5338760       3.634495    
   106.1866     -0.1082665     -0.5355998       3.636019    
   106.1916     -0.1095957     -0.5373024       3.637613    
   106.1966     -0.1109421     -0.5389846       3.639163    
   106.2016     -0.1123061     -0.5406451       3.640774    
   106.2066     -0.1136869     -0.5422851       3.642304    
   106.2116     -0.1150845     -0.5439047       3.643842    
   106.2166     -0.1164993     -0.5455025       3.645452    
   106.2216     -0.1179310     -0.5470790       3.647023    
   106.2266     -0.1193794     -0.5486338       3.648595    
   106.2316     -0.1208446     -0.5501666       3.650203    
   106.2366     -0.1223261     -0.5516776       3.651772    
   106.2416     -0.1238235     -0.5531672       3.653315    
   106.2466     -0.1253378     -0.5546334       3.654971    
   106.2516     -0.1268674     -0.5560783       3.656482    
   106.2566     -0.1284138     -0.5574993       3.658152    
   106.2616     -0.1299756     -0.5588978       3.659707    
   106.2666     -0.1315535     -0.5602726       3.661341    
   106.2716     -0.1331464     -0.5616246       3.662905    
   106.2766     -0.1347551     -0.5629521       3.664545    
   106.2815     -0.1363793     -0.5642553       3.666176    
   106.2865     -0.1380185     -0.5655345       3.667765    
   106.2915     -0.1396722     -0.5667894       3.669358    
   106.2965     -0.1413412     -0.5680188       3.671016    
   106.3015     -0.1430244     -0.5692238       3.672592    
   106.3065     -0.1447219     -0.5704041       3.674173    
   106.3115     -0.1464338     -0.5715587       3.675793    
   106.3165     -0.1481597     -0.5726882       3.677373    
   106.3215     -0.1498992     -0.5737927       3.678930    
   106.3265     -0.1516531     -0.5748705       3.680562    
   106.3315     -0.1534206     -0.5759222       3.682152    
   106.3365     -0.1552014     -0.5769472       3.683738    
   106.3415     -0.1569955     -0.5779454       3.685319    
   106.3465     -0.1588023     -0.5789167       3.686893    
   106.3515     -0.1606218     -0.5798605       3.688456    
   106.3565     -0.1624538     -0.5807769       3.690011    
   106.3615     -0.1642977     -0.5816664       3.691526    
   106.3665     -0.1661539     -0.5825278       3.693072    
   106.3715     -0.1680219     -0.5833617       3.694577    
   106.3765     -0.1699015     -0.5841675       3.696082    
   106.3815     -0.1717921     -0.5849459       3.697554    
   106.3865     -0.1736949     -0.5856948       3.699092    
   106.3915     -0.1756085     -0.5864154       3.700547    
   106.3965     -0.1775330     -0.5871069       3.702032    
   106.4015     -0.1794683     -0.5877689       3.703503    
   106.4065     -0.1814136     -0.5884020       3.704926    
   106.4115     -0.1833685     -0.5890058       3.706343    
   106.4165     -0.1853332     -0.5895802       3.707751    
   106.4215     -0.1873069     -0.5901253       3.709119    
   106.4265     -0.1892906     -0.5906392       3.710543    
   106.4315     -0.1912830     -0.5911236       3.711886    
   106.4365     -0.1932838     -0.5915778       3.713227    
   106.4415     -0.1952935     -0.5920010       3.714588    
   106.4465     -0.1973106     -0.5923944       3.715875    
   106.4515     -0.1993358     -0.5927569       3.717188    
   106.4565     -0.2013688     -0.5930879       3.718488    
   106.4614     -0.2034088     -0.5933882       3.719743    
   106.4664     -0.2054556     -0.5936573       3.720993    
   106.4714     -0.2075091     -0.5938948       3.722232    
   106.4764     -0.2095690     -0.5941004       3.723459    
   106.4814     -0.2116349     -0.5942739       3.724672    
   106.4864     -0.2137063     -0.5944158       3.725844    
   106.4914     -0.2157827     -0.5945258       3.727007    
   106.4964     -0.2178641     -0.5946032       3.728158    
   106.5014     -0.2199496     -0.5946488       3.729272    
   106.5064     -0.2220398     -0.5946610       3.730403    
   106.5114     -0.2241344     -0.5946396       3.731516    
   106.5164     -0.2262316     -0.5945862       3.732562    
   106.5214     -0.2283322     -0.5944993       3.733631    
   106.5264     -0.2304346     -0.5943803       3.734635    
   106.5314     -0.2325407     -0.5942254       3.735708    
   106.5364     -0.2346480     -0.5940379       3.736679    
   106.5414     -0.2367564     -0.5938169       3.737647    
   106.5464     -0.2388666     -0.5935607       3.738629    
   106.5514     -0.2409774     -0.5932701       3.739569    
   106.5564     -0.2430883     -0.5929447       3.740495    
   106.5614     -0.2451983     -0.5925861       3.741361    
   106.5664     -0.2473083     -0.5921912       3.742268    
   106.5714     -0.2494173     -0.5917607       3.743129    
   106.5764     -0.2515243     -0.5912955       3.743953    
   106.5814     -0.2536300     -0.5907936       3.744788    
   106.5864     -0.2557328     -0.5902561       3.745584    
   106.5914     -0.2578322     -0.5896835       3.746345    
   106.5964     -0.2599286     -0.5890738       3.747113    
   106.6014     -0.2620207     -0.5884277       3.747842    
   106.6064     -0.2641085     -0.5877448       3.748554    
   106.6114     -0.2661908     -0.5870259       3.749232    
   106.6164     -0.2682674     -0.5862701       3.749894    
   106.6214     -0.2703381     -0.5854768       3.750539    
   106.6264     -0.2724020     -0.5846465       3.751149    
   106.6314     -0.2744587     -0.5837789       3.751743    
   106.6364     -0.2765086     -0.5828717       3.752338    
   106.6413     -0.2785496     -0.5819277       3.752875    
   106.6463     -0.2805808     -0.5809475       3.753384    
   106.6513     -0.2826037     -0.5799270       3.753906    
   106.6563     -0.2846166     -0.5788677       3.754388    
   106.6613     -0.2866186     -0.5777707       3.754834    
   106.6663     -0.2886091     -0.5766352       3.755260    
   106.6713     -0.2905871     -0.5754622       3.755652    
   106.6763     -0.2925531     -0.5742491       3.756033    
   106.6813     -0.2945059     -0.5729969       3.756377    
   106.6863     -0.2964441     -0.5717072       3.756688    
   106.6913     -0.2983680     -0.5703787       3.756978    
   106.6963     -0.3002768     -0.5690106       3.757242    
   106.7013     -0.3021704     -0.5676023       3.757482    
   106.7063     -0.3040483     -0.5661538       3.757700    
   106.7113     -0.3059090     -0.5646663       3.757886    
   106.7163     -0.3077531     -0.5631377       3.758057    
   106.7213     -0.3095788     -0.5615699       3.758198    
   106.7263     -0.3113857     -0.5599622       3.758312    
   106.7313     -0.3131724     -0.5583162       3.758397    
   106.7363     -0.3149384     -0.5566310       3.758448    
   106.7413     -0.3166831     -0.5549059       3.758467    
   106.7463     -0.3184056     -0.5531424       3.758452    
   106.7513     -0.3201053     -0.5513398       3.758404    
   106.7563     -0.3217823     -0.5494973       3.758323    
   106.7613     -0.3234366     -0.5476127       3.758209    
   106.7663     -0.3250678     -0.5456865       3.758075    
   106.7713     -0.3266745     -0.5437213       3.757927    
   106.7763     -0.3282559     -0.5417171       3.757761    
   106.7813     -0.3298112     -0.5396735       3.757571    
   106.7863     -0.3313400     -0.5375905       3.757352    
   106.7913     -0.3328414     -0.5354680       3.757102    
   106.7963     -0.3343154     -0.5333043       3.756809    
   106.8013     -0.3357605     -0.5311021       3.756499    
   106.8063     -0.3371760     -0.5288616       3.756157    
   106.8113     -0.3385611     -0.5265829       3.755784    
   106.8163     -0.3399154     -0.5242659       3.755377    
   106.8213     -0.3412390     -0.5219090       3.754924    
   106.8262     -0.3425304     -0.5195150       3.754466    
   106.8312     -0.3437893     -0.5170840       3.753979    
   106.8362     -0.3450157     -0.5146142       3.753447    
   106.8412     -0.3462083     -0.5121082       3.752915    
   106.8462     -0.3473669     -0.5095664       3.752355    
   106.8512     -0.3484908     -0.5069885       3.751765    
   106.8562     -0.3495803     -0.5043728       3.751126    
   106.8612     -0.3506340     -0.5017223       3.750489    
   106.8662     -0.3516523     -0.4990352       3.749802    
   106.8712     -0.3526340     -0.4963141       3.749121    
   106.8762     -0.3535786     -0.4935590       3.748412    
   106.8812     -0.3544862     -0.4907681       3.747647    
   106.8862     -0.3553554     -0.4879459       3.746917    
   106.8912     -0.3561873     -0.4850864       3.746061    
   106.8962     -0.3569799     -0.4821969       3.745286    
   106.9012     -0.3577339     -0.4792729       3.744411    
   106.9062     -0.3584487     -0.4763154       3.743520    
   106.9112     -0.3591239     -0.4733273       3.742647    
   106.9162     -0.3597589     -0.4703083       3.741747    
   106.9212     -0.3603539     -0.4672571       3.740784    
   106.9262     -0.3609084     -0.4641762       3.739840    
   106.9312     -0.3614226     -0.4610624       3.738801    
   106.9362     -0.3618954     -0.4579222       3.737866    
   106.9412     -0.3623276     -0.4547502       3.736783    
   106.9462     -0.3627182     -0.4515509       3.735771    
   106.9512     -0.3630677     -0.4483229       3.734696    
   106.9562     -0.3633760     -0.4450652       3.733568    
   106.9612     -0.3636424     -0.4417823       3.732517    
   106.9662     -0.3638671     -0.4384726       3.731397    
   106.9712     -0.3640497     -0.4351383       3.730294    
   106.9762     -0.3641908     -0.4317749       3.729043    
   106.9812     -0.3642900     -0.4283886       3.727927    
   106.9862     -0.3643472     -0.4249777       3.726739    
   106.9912     -0.3643629     -0.4215405       3.725454    
   106.9962     -0.3643367     -0.4180836       3.724348    
   107.0012     -0.3642688     -0.4146011       3.723028    
   107.0061     -0.3641595     -0.4110970       3.721806    
   107.0111     -0.3640085     -0.4075721       3.720566    
